"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","14-15","FLA","D","L",1990-10-29,23,2009,1,14,73,1555.73,0.12,0.27,0.46,0.85,3.2,4.55,7.06,0.15,3.61,2.54,3.36,4.05,1,0.66,4.4,8.1,0.54,0.31,0.08,0.04,-0.27,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","15-16","FLA","D","L",1990-10-29,24,2009,1,14,74,1556.55,0.04,0.35,0.27,0.66,3.82,5.36,7.29,0.17,1.01,0.72,3.19,4.66,2.08,1.19,4.7,8.13,0.89,0.35,0.04,0.08,-0.5,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","16-17","BUF","D","L",1990-10-29,25,2009,1,14,47,1029.43,0.12,0.06,0.12,0.29,2.45,4.02,6.64,0.13,4.76,2.9,3.14,4.2,1.87,1.05,3.5,5.65,0.76,0.29,0,0,-0.47,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","17-18","WPG","D","L",1990-10-29,26,2009,1,14,62,1058.47,0.17,0.28,0.17,0.62,2.72,4.31,6.63,0.12,6.25,3.95,2.86,4.42,3,0.62,3.91,5.9,0.62,0.4,0,0.06,-0.17,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","18-19","WPG","D","L",1990-10-29,27,2009,1,14,57,892.82,0,0.2,0.2,0.4,2.69,4.23,6.45,0.1,0,0,2.38,4.77,2.49,1.28,5.91,6.72,1.08,0.54,0.07,0.07,-0.54,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","19-20","WPG","D","L",1990-10-29,28,2009,1,14,51,1020.98,0.12,0.18,0.29,0.59,3.17,5.05,8.29,0.14,3.7,2.33,2.69,4.53,3.23,0.94,6.11,5.82,0.94,0.29,0,0,-0.65,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","20-21","EDM/N.J","D","L",1990-10-29,29,2009,1,14,48,920.05,0,0.07,0.2,0.26,3.33,4.63,7.17,0.11,0,0,2.48,3.2,2.02,0.52,6.06,5.15,0.91,0.13,0,0,-0.78,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","21-22","MIN","D","L",1990-10-29,30,2009,1,14,49,871.53,0.28,0.62,0.28,1.17,2.41,3.72,5.99,0.19,11.43,7.41,5.24,4.2,1.24,0.55,3.86,5.71,0.76,0.48,0.07,0.07,-0.28,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","11-12","WSH","D","L",1991-07-23,20,2009,2,55,60,1012.48,0.18,0.41,0.53,1.13,3.02,4.62,6.64,0.16,5.88,3.85,3.49,3.2,2.84,1.36,5.87,3.97,0.24,0.36,0,0,0.12,0,0.06,-0.06
"Dmitry Orlov","DMITRY.ORLOV","8475200","12-13","WSH","D","L",1991-07-23,21,2009,2,55,5,74.72,0,0.8,0,0.8,0.8,2.41,6.42,0.03,0,0,1.33,3.21,1.61,1.61,1.61,3.21,0,0,0,0,0,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","13-14","WSH","D","L",1991-07-23,22,2009,2,55,54,1058.28,0.17,0.17,0.28,0.62,3.35,4.93,7.31,0.15,5.08,3.45,3,3.52,1.59,1.59,4.25,4.48,0.4,0.79,0.06,0,0.34,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","15-16","WSH","D","L",1991-07-23,24,2009,2,55,82,1314.17,0.37,0.46,0.5,1.32,4.11,5.8,9.04,0.18,8.89,6.3,3.1,2.79,1.87,1.69,5.52,3.97,0.59,0.87,0,0,0.27,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","16-17","WSH","D","L",1991-07-23,25,2009,2,55,82,1601.78,0.22,0.71,0.3,1.24,4.68,6.26,9.33,0.22,4.8,3.59,3.46,3.52,1.87,1.27,4.57,3.18,0.86,0.45,0.04,0.04,-0.41,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","17-18","WSH","D","L",1991-07-23,26,2009,2,55,82,1896.57,0.32,0.19,0.47,0.98,3.95,5.28,7.69,0.18,8,5.99,3.47,3.67,1.61,1.71,4.05,2.47,0.38,0.66,0,0,0.28,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","18-19","WSH","D","L",1991-07-23,27,2009,2,55,82,1774.18,0.1,0.37,0.51,0.98,3.42,5.07,7.85,0.18,2.97,2,3.54,3.48,2.71,1.79,4.63,2.84,0.47,0.37,0.03,0.03,-0.1,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","19-20","WSH","D","L",1991-07-23,28,2009,2,55,69,1530.03,0.16,0.59,0.31,1.06,4.12,6.2,8.78,0.21,3.81,2.53,3.47,3.22,2.55,1.92,4.16,2.24,0.71,0.43,0,0,-0.27,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","20-21","WSH","D","L",1991-07-23,29,2009,2,55,51,1010.5,0.48,0.36,0.48,1.31,4.93,7.01,9.74,0.21,9.64,6.78,3.02,2.97,1.48,1.78,5.17,3.03,0.59,0.24,0,0,-0.36,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","21-22","WSH","D","L",1991-07-23,30,2009,2,55,51,1070.63,0.39,0.5,0.45,1.35,4.48,6.16,8.57,0.23,8.75,6.36,3.73,3.47,2.07,1.35,5.04,2.47,1.06,0.56,0,0,-0.5,0,0,0
"Dmytro Timashov","DMYTRO.TIMASHOV","8478857","19-20","DET/TOR","L","L",1996-10-01,22,2015,5,125,44,375.39,0.64,0.48,0.32,1.44,5.91,7.99,10.55,0.41,10.81,8,5.1,1.76,1.12,0.8,14.86,6.07,1.28,1.12,0,0,-0.16,0,0,0
"Dmytro Timashov","DMYTRO.TIMASHOV","8478857","20-21","NYI","L","L",1996-10-01,23,2015,5,125,1,7.22,0,0,0,0,8.31,8.31,8.31,0.08,0,0,1,0,0,0,16.62,0,0,0,0,0,0,0,0,0
"Dominic Moore","DOMINIC.MOORE","8468575","07-08","MIN/TOR","C","L",1980-08-03,27,2000,3,95,67,894.8,0.34,0.4,0.4,1.14,6.57,9.12,11.8,0.52,5.1,3.68,5.67,1.94,1.48,1.61,2.62,4.43,0.8,1.61,0,0,0.8,24.21,22.6,1.61
"Dominic Moore","DOMINIC.MOORE","8468575","08-09","BUF/TOR","C","L",1980-08-03,28,2000,3,95,80,1348.48,0.58,0.8,0.62,2,7.3,10.9,13.79,0.87,7.93,5.31,7.96,1.65,1.96,1.82,3.2,5.29,1.82,1.69,0.09,0.09,-0.13,29.59,25.23,4.36
"Dominic Moore","DOMINIC.MOORE","8468575","09-10","FLA/MTL","C","L",1980-08-03,29,2000,3,95,69,1023.78,0.59,0.53,0.53,1.64,6.97,10.08,12.54,0.6,8.4,5.81,5.95,1.99,0.7,2.11,3.34,5.16,1.11,1.41,0.06,0.06,0.29,21.39,17.46,3.93
"Dominic Moore","DOMINIC.MOORE","8468575","10-11","T.B","C","L",1980-08-03,30,2000,3,95,77,1200.92,0.9,0.5,0.2,1.6,8.74,11.09,13.39,0.82,10.29,8.11,7.35,2.1,1.25,1.6,4,4.55,1.3,1.45,0,0,0.15,23.73,20.83,2.9
"Dominic Moore","DOMINIC.MOORE","8468575","11-12","S.J/T.B","C","L",1980-08-03,31,2000,3,95,79,1227.19,0.2,0.59,0.44,1.22,5.04,7.09,9.63,0.4,3.88,2.76,5.62,1.12,0.98,1.22,2.54,5.82,1.32,1.27,0,0,-0.05,20.49,16.77,3.72
"Dominic Moore","DOMINIC.MOORE","8468575","13-14","NYR","C","L",1980-08-03,33,2000,3,95,73,855.28,0.42,0.56,0.28,1.26,6.73,8.56,10.17,0.59,6.25,4.92,6.89,1.68,0.77,1.26,4.35,5.05,0.63,1.05,0,0,0.42,24.83,20.62,4.21
"Dominic Moore","DOMINIC.MOORE","8468575","14-15","NYR","C","L",1980-08-03,34,2000,3,95,82,1132.4,0.53,0.48,0.42,1.43,6.15,8.32,10.81,0.61,8.62,6.37,7.29,2.38,1.01,1.59,2.91,5.25,0.74,0.74,0,0,0,31,25.91,5.09
"Dominic Moore","DOMINIC.MOORE","8468575","15-16","NYR","C","L",1980-08-03,35,2000,3,95,80,1063.6,0.34,0.28,0.23,0.85,5.3,6.77,8.46,0.48,6.38,5,7.02,1.97,2.03,1.35,2.88,4.91,0.9,0.68,0,0,-0.23,26.85,21.72,5.13
"Dominic Moore","DOMINIC.MOORE","8468575","16-17","BOS","C","L",1980-08-03,36,2000,3,95,82,1061.22,0.62,0.4,0.4,1.41,5.43,6.62,8.59,0.53,11.46,9.4,8.07,2.37,1.47,1.75,3.56,4.64,1.24,0.79,0,0,-0.45,20.18,16.79,3.39
"Dominic Moore","DOMINIC.MOORE","8468575","17-18","TOR","C","L",1980-08-03,37,2000,3,95,50,514.87,0.7,0.35,0.35,1.4,5.36,7.46,9.67,0.64,13.04,9.38,8.53,2.21,2.21,2.21,4.78,5.94,0.93,0.7,0,0,-0.23,22.84,19.23,3.61
"Dominic Toninato","DOMINIC.TONINATO","8476952","17-18","COL","C","L",1994-03-09,23,2012,5,126,37,292.22,0,0.21,0.21,0.41,5.13,7.39,10.47,0.51,0,0,6.94,2.87,0.82,0.62,4.93,9.65,1.23,1.64,0,0.21,0.62,17.04,23.82,-6.78
"Dominic Toninato","DOMINIC.TONINATO","8476952","18-19","COL","C","L",1994-03-09,24,2012,5,126,2,13.4,4.48,0,0,4.48,4.48,4.48,4.48,1.21,100,100,27,4.48,4.48,0,0,8.96,0,0,0,0,0,0,17.91,-17.91
"Dominic Toninato","DOMINIC.TONINATO","8476952","19-20","FLA","C","L",1994-03-09,25,2012,5,126,46,512.53,0.47,0.47,0.35,1.29,4.45,6.2,7.61,0.64,10.53,7.55,10.26,3.28,1.52,1.99,6.67,6.2,1.29,0.82,0.12,0.12,-0.47,14.98,16.86,-1.87
"Dominic Toninato","DOMINIC.TONINATO","8476952","20-21","WPG","C","L",1994-03-09,26,2012,5,126,2,25.32,0,2.37,0,2.37,4.74,7.11,9.48,1.02,0,0,14.33,2.37,0,0,9.48,7.11,0,2.37,0,0,2.37,0,2.37,-2.37
"Dominic Toninato","DOMINIC.TONINATO","8476952","21-22","WPG","C","L",1994-03-09,27,2012,5,126,48,406.88,0.74,0.74,0,1.47,5.16,7.08,9.59,0.76,14.29,10.42,10.79,2.95,1.03,1.03,9.88,5.31,1.33,0.59,0,0,-0.74,5.6,8.11,-2.51
"Dominic Turgeon","DOMINIC.TURGEON","8477994","17-18","DET","C","L",1996-02-25,21,2014,3,63,5,46.17,0,0,0,0,3.9,5.2,6.5,0.18,0,0,3.5,10.4,2.6,3.9,3.9,7.8,1.3,0,0,0,-1.3,9.1,18.19,-9.1
"Dominic Turgeon","DOMINIC.TURGEON","8477994","18-19","DET","C","L",1996-02-25,22,2014,3,63,4,50.35,0,0,0,0,2.38,2.38,5.96,0.06,0,0,2.5,3.57,0,1.19,3.57,5.96,0,0,0,0,0,9.53,15.49,-5.96
"Dominik Kahun","DOMINIK.KAHUN","8480946","18-19","CHI","C","L",1995-07-02,23,2013,NA,NA,82,1160.33,0.67,0.88,0.36,1.91,7.08,8.95,11.22,0.66,9.49,7.51,7.4,1.4,1.24,1.65,0.67,2.79,0.16,0.52,0,0,0.36,1.14,2.02,-0.88
"Dominik Kahun","DOMINIK.KAHUN","8480946","19-20","BUF/PIT","C","L",1995-07-02,24,2013,NA,NA,56,743.88,0.97,0.97,0.56,2.5,7.02,7.99,9.84,0.54,13.79,12.12,6.81,1.77,0.73,1.45,0.4,3.39,0.32,0.48,0,0,0.16,2.34,2.5,-0.16
"Dominik Kahun","DOMINIK.KAHUN","8480946","20-21","EDM","C","L",1995-07-02,25,2013,NA,NA,48,615.37,0.88,0.39,0.2,1.46,6.73,8.97,10.92,0.66,13.04,9.78,7.37,1.17,1.56,1.07,1.27,2.73,0.1,0.39,0,0,0.29,1.56,1.37,0.2
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","19-20","CHI","L","L",1995-08-21,24,2013,7,191,68,977.47,1.84,0.61,0.37,2.82,9.64,13.01,16.57,1.2,19.11,14.15,9.21,1.04,1.53,1.41,4.85,3.07,0.49,0.49,0,0,0,0.37,0.8,-0.43
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","20-21","CHI","L","L",1995-08-21,25,2013,7,191,56,868.95,1.17,0.76,0.69,2.62,10.77,13.26,17.95,1,10.9,8.85,7.53,1.17,1.31,0.83,3.94,2.42,0.62,0.62,0,0,0,0,0.21,-0.21
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","21-22","CHI","L","L",1995-08-21,26,2013,7,191,54,805.15,0.75,0.22,0.45,1.42,8.5,11.77,15.43,0.96,8.77,6.33,8.16,1.49,1.12,0.82,4.99,1.79,0.37,0.82,0,0,0.45,0.52,0.6,-0.07
"Dominik Simon","DOMINIK.SIMON","8478866","15-16","PIT","C","L",1994-08-08,21,2015,5,137,3,18.22,0,3.29,0,3.29,6.59,6.59,6.59,0.86,0,0,13,3.29,3.29,0,3.29,0,0,0,0,0,0,0,0,0
"Dominik Simon","DOMINIK.SIMON","8478866","16-17","PIT","C","L",1994-08-08,22,2015,5,137,2,26.08,0,2.3,0,2.3,4.6,9.2,11.5,0.81,0,0,8.75,0,2.3,2.3,4.6,6.9,0,0,0,0,0,0,0,0
"Dominik Simon","DOMINIK.SIMON","8478866","17-18","PIT","C","L",1994-08-08,23,2015,5,137,33,376.93,0.64,0.64,0.64,1.91,5.73,8.12,10.82,0.69,11.11,7.84,8.47,2.87,2.07,1.59,5.89,4.93,1.43,0.64,0,0,-0.8,0.96,1.27,-0.32
"Dominik Simon","DOMINIK.SIMON","8478866","18-19","PIT","C","L",1994-08-08,24,2015,5,137,71,946.07,0.51,0.76,0.51,1.78,7.67,10.21,13.06,0.67,6.61,4.97,6.53,1.2,2.09,2.09,5.64,5.45,0.57,0.89,0,0,0.32,0.38,0.82,-0.44
"Dominik Simon","DOMINIK.SIMON","8478866","19-20","PIT","C","L",1994-08-08,25,2015,5,137,64,922.07,0.46,0.52,0.46,1.43,6.64,9.11,11.71,0.62,6.86,5,6.79,1.3,2.02,2.67,3.71,4.62,0.39,0.52,0,0,0.13,0.98,1.76,-0.78
"Dominik Simon","DOMINIK.SIMON","8478866","20-21","CGY","C","L",1994-08-08,26,2015,5,137,11,105.65,0,0,0,0,2.27,2.84,6.25,0.23,0,0,8,2.27,2.27,0,6.81,3.41,0,1.7,0,0,1.7,1.7,3.98,-2.27
"Dominik Simon","DOMINIK.SIMON","8478866","21-22","PIT","C","L",1994-08-08,27,2015,5,137,49,472.38,0.38,0.64,0.13,1.14,7.37,9.27,11.3,0.64,5.17,4.11,6.95,2.79,1.4,1.91,6.48,7.62,1.02,1.27,0,0,0.25,0.64,1.27,-0.64
"Dominik Uher","DOMINIK.UHER","8476339","14-15","PIT","C","L",1992-12-31,21,2011,5,144,2,12.92,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,9.29,9.29,0,0,0,0,0,0,0,0
"Donald Brashear","DONALD.BRASHEAR","8459246","07-08","WSH","L","L",1972-01-07,35,1990,NA,NA,80,628.72,0.48,0.19,0.1,0.76,5.63,8.3,9.83,0.42,8.47,5.75,5.11,1.15,2.29,1.34,12.69,5.15,2.1,0.76,1.24,1.15,-1.43,0,0.1,-0.1
"Donald Brashear","DONALD.BRASHEAR","8459246","08-09","WSH","L","L",1972-01-07,36,1990,NA,NA,63,519.67,0.12,0.23,0.12,0.46,4.96,7.04,8.08,0.39,2.33,1.64,5.54,0.92,3,2.31,13.74,4.5,2.66,1.73,1.27,1.27,-0.92,0,0,0
"Donald Brashear","DONALD.BRASHEAR","8459246","09-10","NYR","L","L",1972-01-07,37,1990,NA,NA,36,225.08,0,0,0.27,0.27,4.8,6.13,8,0.35,0,0,5.78,2.4,1.6,1.6,11.46,6.66,2.4,0.8,2.4,2.4,-1.6,0,0,0
"Doug Janik","DOUG.JANIK","8467928","07-08","T.B","D","L",1980-03-26,27,1999,2,55,61,568.93,0.11,0.21,0.11,0.42,2.43,3.8,6.43,0.12,4.35,2.78,3.25,4.64,1.79,0.84,3.48,6.96,1.05,0.32,0.32,0.32,-0.74,0,0,0
"Doug Janik","DOUG.JANIK","8467928","08-09","DAL/MTL","D","L",1980-03-26,28,1999,2,55,15,154.43,0,0,0.39,0.39,0.39,3.11,5.05,0.05,0,0,1.5,6.22,2.33,1.94,3.11,9.71,0.78,0.39,0,0,-0.39,0,0,0
"Doug Janik","DOUG.JANIK","8467928","09-10","DET","D","L",1980-03-26,29,1999,2,55,13,175.12,0,0.34,0.34,0.69,1.71,3.08,4.45,0.1,0,0,3.33,5.14,2.06,1.37,1.37,11.31,1.37,0.34,0.69,0.69,-1.03,0,0,0
"Doug Janik","DOUG.JANIK","8467928","10-11","DET","D","L",1980-03-26,30,1999,2,55,7,92.52,0,0,0,0,5.19,5.84,10.38,0.1,0,0,1.67,4.54,3.24,0,1.3,6.49,0.65,0.65,0.65,0.65,0,0,0,0
"Doug Janik","DOUG.JANIK","8467928","11-12","DET","D","L",1980-03-26,31,1999,2,55,9,130.52,0,0.46,0,0.46,2.76,6.9,11.49,0.17,0,0,2.53,2.76,0.92,0.92,3.22,7.36,1.38,0.46,0,0,-0.92,0,0,0
"Doug Weight","DOUG.WEIGHT","8458361","07-08","ANA/STL","C","L",1971-01-21,36,1990,2,34,67,979.15,0.61,0.61,0.31,1.53,5.88,8.27,10.29,0.5,10.42,7.41,6.01,1.29,1.65,0.74,2.94,3,0.98,0.74,0,0,-0.25,17.77,19.85,-2.08
"Doug Weight","DOUG.WEIGHT","8458361","08-09","NYI","C","L",1971-01-21,37,1990,2,34,53,969.5,0.62,1.11,0.62,2.35,5.94,7.67,10.09,0.54,10.42,8.06,6.98,1.92,1.24,1.11,2.35,1.98,0.93,1.3,0.19,0.19,0.37,18.94,23.08,-4.15
"Doug Weight","DOUG.WEIGHT","8458361","09-10","NYI","C","L",1971-01-21,38,1990,2,34,35,554.43,0.11,0.97,0.76,1.84,6.28,8.77,10.93,0.63,1.72,1.23,7.21,1.73,2.06,1.95,1.62,1.84,0.43,0.32,0,0,-0.11,7.47,8.66,-1.19
"Doug Weight","DOUG.WEIGHT","8458361","10-11","NYI","C","L",1971-01-21,39,1990,2,34,18,315.45,0.38,0.76,0.57,1.71,4.95,7.8,10.27,0.49,7.69,4.88,6.29,0.76,3.8,1.71,1.71,1.71,1.14,0.38,0,0,-0.76,10.84,10.08,0.76
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","12-13","BOS","D","R",1993-06-17,19,2011,1,9,42,719.38,0.42,0.67,0.25,1.33,6.92,9.17,13.6,0.3,6.02,4.55,3.25,2.75,2.25,0.67,4.92,4.34,0.58,0.08,0,0,-0.5,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","13-14","BOS","D","R",1993-06-17,20,2011,1,9,64,1222.58,0.34,0.29,0.59,1.23,5.59,8.15,11.43,0.32,6.14,4.22,3.91,2.6,1.52,0.88,3.58,5.01,0.98,0.15,0,0,-0.83,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","14-15","BOS","D","R",1993-06-17,21,2011,1,9,72,1536.18,0.39,0.43,0.82,1.64,7.34,10.27,15.35,0.31,5.32,3.8,3.04,2.07,1.76,0.94,4.14,3.52,0.7,0.39,0.04,0.04,-0.31,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","15-16","CGY","D","R",1993-06-17,22,2011,1,9,82,1620.92,0.44,0.41,0.74,1.59,7.03,9.99,14.1,0.4,6.32,4.44,4.05,3.92,2.33,0.56,2.89,1.7,0.7,0.44,0,0,-0.26,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","16-17","CGY","D","R",1993-06-17,23,2011,1,9,81,1594.42,0.49,0.64,0.75,1.88,8.35,11.29,15.92,0.39,5.86,4.33,3.49,3.54,1.96,0.64,2.56,1.84,1.2,0.19,0,0,-1.02,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","17-18","CGY","D","R",1993-06-17,24,2011,1,9,82,1765.68,0.58,0.51,0.41,1.5,9.17,12.88,19.06,0.51,6.3,4.49,3.99,2.72,2.45,1.05,2.82,2,1.12,0.31,0,0,-0.82,0.03,0.07,-0.03
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","18-19","CAR","D","R",1993-06-17,25,2011,1,9,82,1613.15,0.67,0.45,0.33,1.45,9.63,13.65,20.16,0.54,6.95,4.9,3.92,3.38,2.45,1.3,5.95,3.35,0.82,0.37,0,0,-0.45,0,0.04,-0.04
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","19-20","CAR","D","R",1993-06-17,26,2011,1,9,47,1094.35,0.77,0.77,0.66,2.19,9.32,13.21,18.59,0.59,8.24,5.81,4.5,3.45,2.19,1.21,2.85,1.48,0.88,0.27,0,0,-0.6,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","20-21","CAR","D","R",1993-06-17,27,2011,1,9,55,1249.72,0.48,0.77,0.77,2.02,8.64,12.15,17.38,0.45,5.56,3.95,3.71,3.07,2.11,0.91,2.5,2.02,0.72,0.14,0.05,0.05,-0.58,0,0,0
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","21-22","N.J","D","R",1993-06-17,28,2011,1,9,33,702.05,0.68,0.77,0.43,1.88,10.26,14.61,19.91,0.61,6.67,4.68,4.16,4.36,2.48,0.77,4.02,1.79,0.94,0.26,0,0,-0.68,0,0,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","07-08","S.J","D","L",1980-03-12,27,1999,8,241,66,1153.08,0.05,0.21,0.26,0.52,2.5,3.95,6.24,0.11,2.08,1.32,2.8,4.32,2.03,1.25,6.56,8.12,0.47,0.62,0.62,0.57,0.1,0.05,0.05,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","08-09","S.J","D","L",1980-03-12,28,1999,8,241,75,1248.5,0,0.05,0.29,0.34,2.69,4.23,6.39,0.11,0,0,2.68,3.75,1.59,0.82,8.41,9.71,0.67,0.43,0.1,0.1,-0.24,0,0,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","09-10","S.J","D","L",1980-03-12,29,1999,8,241,78,1586.18,0.15,0.19,0.3,0.64,3.22,4.92,7.64,0.11,4.71,3.08,2.26,3.67,1.59,0.91,8.81,6.54,0.87,0.19,0.08,0.11,-0.64,0,0,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","10-11","S.J","D","L",1980-03-12,30,1999,8,241,73,1431.67,0.04,0.17,0.38,0.59,4.27,6.24,10.23,0.2,0.98,0.67,3.15,5.87,1.13,0.88,8.51,8.38,0.5,0.5,0.17,0.17,0,0,0,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","11-12","S.J","D","L",1980-03-12,31,1999,8,241,60,1102.88,0,0.16,0.05,0.22,3.86,5.22,7.29,0.12,0,0,2.31,7.78,1.8,0.76,6.85,5.6,0.71,0.38,0.05,0.05,-0.33,0,0,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","12-13","PIT/S.J","D","L",1980-03-12,32,1999,8,241,43,756.21,0.08,0.08,0.32,0.48,2.14,3.97,6.43,0.07,3.7,2,1.88,7.78,0.79,0.79,7.06,5.55,0.79,0.48,0.24,0.24,-0.32,0,0,0
"Douglas Murray","DOUGLAS.MURRAY","8468114","13-14","MTL","D","L",1980-03-12,33,1999,8,241,53,760.63,0,0,0.16,0.16,2.05,3.23,5.52,0.07,0,0,2.27,9.07,1.34,0.39,11.36,7.41,0.47,0.32,0.16,0.08,-0.24,0,0,0
"Drake Batherson","DRAKE.BATHERSON","8480208","18-19","OTT","C","R",1998-04-27,20,2017,4,121,20,268.3,0.67,0.67,0.67,2.01,4.03,5.14,6.04,0.47,16.67,13.04,9.22,4.7,2.68,1.57,3.8,4.25,0.67,2.68,0,0,2.01,0.67,0.22,0.45
"Drake Batherson","DRAKE.BATHERSON","8480208","19-20","OTT","C","R",1998-04-27,21,2017,4,121,23,357.95,0.5,0.5,0.67,1.68,5.36,8.72,10.9,0.47,9.38,5.77,5.37,1.84,0.84,0.84,8.55,4.36,0.67,0.67,0.17,0.17,0,0.67,0.5,0.17
"Drake Batherson","DRAKE.BATHERSON","8480208","20-21","OTT","C","R",1998-04-27,22,2017,4,121,56,922.53,1.11,0.78,0.33,2.21,7.22,11.06,13.79,0.9,15.32,10,8.14,1.89,1.63,0.98,6.63,4.62,0.26,0.65,0,0,0.39,0.33,0.52,-0.2
"Drake Batherson","DRAKE.BATHERSON","8480208","21-22","OTT","C/R","R",1998-04-27,23,2017,4,121,31,587.75,1.33,1.63,0.51,3.47,7.66,10.41,13.68,0.74,17.33,12.75,7.15,1.23,2.14,1.33,6.64,4.49,0.92,0.61,0,0,-0.31,1.43,1.23,0.2
"Drake Caggiula","DRAKE.CAGGIULA","8479465","16-17","EDM","C","L",1994-06-20,22,2012,NA,NA,60,794.12,0.53,0.45,0.38,1.36,7.03,10.28,13,0.88,7.53,5.15,8.57,1.44,1.89,1.66,7.33,4.31,0.6,1.13,0,0,0.53,8.84,12.62,-3.78
"Drake Caggiula","DRAKE.CAGGIULA","8479465","17-18","EDM","C","L",1994-06-20,23,2012,NA,NA,67,907.87,0.86,0.33,0.13,1.32,6.87,8.99,11.96,0.85,12.5,9.56,9.4,2.18,1.85,1.78,9.72,6.01,1.06,0.79,0.07,0.07,-0.26,0.73,2.78,-2.05
"Drake Caggiula","DRAKE.CAGGIULA","8479465","18-19","CHI/EDM","C","L",1994-06-20,24,2012,NA,NA,55,793.56,0.91,0.45,0.38,1.74,7.26,9.07,11.19,0.82,12.5,10,9,1.97,1.66,1.36,10.21,5.07,0.68,1.06,0.15,0.23,0.45,1.21,2.04,-0.83
"Drake Caggiula","DRAKE.CAGGIULA","8479465","19-20","CHI","C","L",1994-06-20,25,2012,NA,NA,40,472.62,1.14,0.63,0.13,1.9,7.11,9.39,10.79,0.88,16.07,12.16,9.34,2.03,0.63,2.41,10.28,5.21,1.4,1.27,0.25,0.25,-0.13,0.51,1.27,-0.76
"Drake Caggiula","DRAKE.CAGGIULA","8479465","20-21","ARI/BUF","C","L",1994-06-20,26,2012,NA,NA,38,471.3,0.38,0.51,0.38,1.27,5.86,7.89,9.93,0.62,6.52,4.84,7.81,1.15,1.27,1.15,8.15,3.56,0.89,0.76,0.13,0.13,-0.13,0.64,1.02,-0.38
"Drake Caggiula","DRAKE.CAGGIULA","8479465","21-22","BUF","C","L",1994-06-20,27,2012,NA,NA,18,263.45,0.46,0.68,0,1.14,5.24,7.06,8.43,0.42,8.7,6.45,5.94,1.59,0.46,1.37,3.87,3.87,0.46,0.68,0,0,0.23,0.23,0.68,-0.46
"Drake Rymsha","DRAKE.RYMSHA","8480221","20-21","L.A","C","R",1998-08-06,22,2017,5,138,1,13.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drayson Bowman","DRAYSON.BOWMAN","8474137","09-10","CAR","L","L",1989-03-08,20,2007,3,72,9,108.22,1.11,0,0,1.11,9.43,13.31,18.85,0.96,11.76,8.33,7.21,0,0,0,7.21,7.21,1.11,0.55,0,0,-0.55,0,0,0
