"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Brogan Rafferty","BROGAN.RAFFERTY","8481479","18-19","VAN","D","R",1995-05-28,23,2013,NA,NA,2,26.7,0,56.9,62.81,60.05,53.14,0,0.94,12.87,9.75,21.33,12.63,29.75,19.79,1.1,0.97,-0.94,3.12,8.7,9.96,0.13,0,90.36
"Brogan Rafferty","BROGAN.RAFFERTY","8481479","20-21","VAN","D","R",1995-05-28,25,2013,NA,NA,1,13.97,22.07,28.33,32.77,27.83,28.57,0.94,3.32,4.42,11.18,7.14,14.65,7.05,18.28,0.36,0.9,-2.38,-6.76,-7.51,-11.23,-0.54,21.27,70.3
"Brooks Laich","BROOKS.LAICH","8469639","07-08","WSH","C","L",1983-06-23,24,2001,6,193,82,1151.75,40.97,47,47.21,47.11,43.68,45,64.83,528.58,596.15,712.89,797.04,929.35,1043.54,41.2,53.13,-19.83,-67.57,-84.15,-114.19,-11.93,8.51,89.13
"Brooks Laich","BROOKS.LAICH","8469639","08-09","WSH","C","L",1983-06-23,25,2001,6,193,82,1417.25,51.79,54.4,54.07,54.75,55.6,90.31,84.08,821.42,688.53,1124.14,954.78,1519.81,1256.15,86.46,69.03,6.23,132.89,169.36,263.66,17.43,10.99,87.79
"Brooks Laich","BROOKS.LAICH","8469639","09-10","WSH","C/L","L",1983-06-23,26,2001,6,193,78,1426.47,61.81,54.22,53.79,54.88,58.44,101.34,62.62,855.33,722.17,1181.76,1015.25,1600.11,1315.3,93.25,66.31,38.72,133.16,166.51,284.81,26.94,11.85,91.33
"Brooks Laich","BROOKS.LAICH","8469639","10-11","WSH","L","L",1983-06-23,27,2001,6,193,81,1494.18,61.02,53.78,54.24,54.34,55.43,72.95,46.6,804.14,691.12,1126.96,950.58,1561.74,1312.3,80.89,65.03,26.35,113.02,176.38,249.44,15.86,9.07,93.26
"Brooks Laich","BROOKS.LAICH","8469639","11-12","WSH","C/L","L",1983-06-23,28,2001,6,193,82,1516.52,43.4,47.65,46.7,46.06,47.04,62.43,81.41,709.91,779.82,970.48,1107.77,1298.33,1520.7,64.18,72.27,-18.98,-69.91,-137.29,-222.37,-8.09,8.79,89.56
"Brooks Laich","BROOKS.LAICH","8469639","12-13","WSH","C","L",1983-06-23,29,2001,6,193,9,148.83,48.34,37.97,39.42,44.44,28.95,6.28,6.71,54.25,88.62,75.66,116.29,119.92,149.93,3.76,9.23,-0.43,-34.37,-40.63,-30.01,-5.47,11.58,92.43
"Brooks Laich","BROOKS.LAICH","8469639","13-14","WSH","C","L",1983-06-23,30,2001,6,193,51,879.83,40.87,40.62,40.99,42.69,40.42,32.24,46.64,362.11,529.3,503.44,724.62,714.49,958.99,31.55,46.5,-14.4,-167.19,-221.18,-244.5,-14.95,8.9,91.19
"Brooks Laich","BROOKS.LAICH","8469639","14-15","WSH","C","L",1983-06-23,31,2001,6,193,66,971.73,40.28,44.64,44.14,44.45,43.42,32.02,47.48,413.75,513.07,582.35,736.98,822.42,1027.76,36.68,47.8,-15.46,-99.32,-154.63,-205.34,-11.12,7.74,90.75
"Brooks Laich","BROOKS.LAICH","8469639","15-16","TOR/WSH","C","L",1983-06-23,32,2001,6,193,81,926.23,32.1,40.45,40.79,42.64,36.45,21.64,45.78,342.7,504.53,512.25,743.63,721.7,970.72,29.6,51.6,-24.14,-161.83,-231.38,-249.02,-22,6.31,90.93
"Brooks Laich","BROOKS.LAICH","8469639","17-18","L.A","C","L",1983-06-23,34,2001,6,193,12,134.32,21.34,36.45,36.09,37.63,27.22,1.88,6.93,49.95,87.09,64.08,113.47,91.76,152.11,3.19,8.53,-5.05,-37.14,-49.39,-60.35,-5.34,3.76,92.04
"Brooks Orpik","BROOKS.ORPIK","8468498","07-08","PIT","D","L",1980-09-26,26,2000,1,18,78,1323.35,51.31,44.43,44.46,44.23,49.23,48.99,46.48,549.43,687.12,795.53,993.96,1038.74,1309.89,50.18,51.75,2.51,-137.69,-198.43,-271.15,-1.57,8.92,93.24
"Brooks Orpik","BROOKS.ORPIK","8468498","08-09","PIT","D","L",1980-09-26,27,2000,1,18,79,1606.5,48.53,44.49,43.51,42.61,43.68,79.23,84.03,683.83,853.2,936.86,1216.25,1236.28,1664.9,60.88,78.51,-4.8,-169.37,-279.39,-428.62,-17.63,11.59,90.15
"Brooks Orpik","BROOKS.ORPIK","8468498","09-10","PIT","D","L",1980-09-26,28,2000,1,18,72,1445.82,46.72,46.95,47.49,47.35,46.58,62.91,71.73,690.36,780.08,987.86,1092.23,1290.04,1434.17,57.04,65.41,-8.82,-89.72,-104.37,-144.13,-8.37,9.11,90.8
"Brooks Orpik","BROOKS.ORPIK","8468498","10-11","PIT","D","L",1980-09-26,29,2000,1,18,63,1315.6,48.45,43.87,43.62,44.24,39.81,50,53.2,572.18,732.1,781.44,1010.06,1071.89,1351,43.34,65.52,-3.2,-159.92,-228.62,-279.11,-22.18,8.74,92.73
"Brooks Orpik","BROOKS.ORPIK","8468498","11-12","PIT","D","L",1980-09-26,30,2000,1,18,73,1646.33,49.98,48.07,47.31,47.61,47.39,81.14,81.19,765.16,826.6,1057.22,1177.6,1431.36,1574.88,66.72,74.06,-0.05,-61.44,-120.38,-143.52,-7.34,10.6,90.18
"Brooks Orpik","BROOKS.ORPIK","8468498","12-13","PIT","D","L",1980-09-26,31,2000,1,18,46,1025.32,49.26,41.29,41.14,40.45,42.78,49.2,50.67,409.26,582.01,570.6,816.4,766.61,1128.75,37.34,49.94,-1.47,-172.75,-245.8,-362.14,-12.6,12.02,91.29
"Brooks Orpik","BROOKS.ORPIK","8468498","13-14","PIT","D","L",1980-09-26,32,2000,1,18,72,1526.22,43.25,41.96,41.48,40.63,41.72,60.47,79.35,584.91,808.96,819.26,1155.75,1069.94,1563.18,51.13,71.43,-18.88,-224.05,-336.49,-493.24,-20.3,10.34,90.19
"Brooks Orpik","BROOKS.ORPIK","8468498","14-15","WSH","D","L",1980-09-26,33,2000,1,18,78,1699.03,42.1,44.72,44.23,43.91,42.94,68.62,94.37,744.38,920.24,1059.45,1335.62,1451.8,1854.84,67.01,89.04,-25.75,-175.86,-276.17,-403.04,-22.03,9.22,89.75
"Brooks Orpik","BROOKS.ORPIK","8468498","15-16","WSH","D","L",1980-09-26,34,2000,1,18,41,812.23,52.69,49.1,47.91,47.03,49.46,43.37,38.94,410.15,425.2,546.71,594.4,730.07,822.32,34.66,35.41,4.43,-15.05,-47.69,-92.25,-0.75,10.57,90.84
"Brooks Orpik","BROOKS.ORPIK","8468498","16-17","WSH","D","L",1980-09-26,35,2000,1,18,79,1405.1,55.22,50.24,49.07,49.06,48.3,63.6,51.57,675.67,669.12,901.09,935.09,1221.17,1267.91,56.35,60.31,12.03,6.55,-34,-46.74,-3.96,9.41,92.29
"Brooks Orpik","BROOKS.ORPIK","8468498","17-18","WSH","D","L",1980-09-26,36,2000,1,18,81,1568.55,35.96,37.07,37.17,37.85,34.98,45.47,80.97,580.49,985.32,828.89,1401.36,1140.63,1873.29,50.49,93.87,-35.5,-404.83,-572.47,-732.66,-43.38,7.83,91.78
"Brooks Orpik","BROOKS.ORPIK","8468498","18-19","WSH","D","L",1980-09-26,37,2000,1,18,53,830.15,43.71,43.52,41.91,41.29,40.9,41.85,53.9,359.35,466.45,490.84,680.22,642.95,914.11,33.11,47.85,-12.05,-107.1,-189.38,-271.16,-14.74,11.65,88.44
"Bruno Gervais","BRUNO.GERVAIS","8470774","07-08","NYI","D","R",1984-10-03,22,2003,6,182,60,1200.9,44.43,46.46,47.07,47.03,45.07,38.91,48.67,545.06,628.14,745.85,838.83,986.5,1111.17,46.9,57.15,-9.76,-83.08,-92.98,-124.67,-10.25,7.14,92.25
"Bruno Gervais","BRUNO.GERVAIS","8470774","08-09","NYI","D","R",1984-10-03,23,2003,6,182,69,1490.15,37.06,42.18,42.05,42.91,41.41,52.05,88.39,679.67,931.77,914.45,1260.15,1255.35,1669.93,59.31,83.92,-36.34,-252.1,-345.7,-414.58,-24.61,7.66,90.51
"Bruno Gervais","BRUNO.GERVAIS","8470774","09-10","NYI","D","R",1984-10-03,24,2003,6,182,70,1406.15,38.66,44.67,44.83,45.41,43.92,56.75,90.06,699.3,866.11,943.61,1161.43,1289.93,1550.48,64.29,82.09,-33.31,-166.81,-217.82,-260.55,-17.8,8.12,89.6
"Bruno Gervais","BRUNO.GERVAIS","8470774","10-11","NYI","D","R",1984-10-03,25,2003,6,182,53,830.8,32.96,41.17,41.69,41.35,41.62,19.8,40.27,333.38,476.44,473.86,662.81,650.03,922.17,30.11,42.23,-20.47,-143.06,-188.95,-272.14,-12.12,5.94,91.55
"Bruno Gervais","BRUNO.GERVAIS","8470774","11-12","T.B","D","R",1984-10-03,26,2003,6,182,50,713.37,47.44,48.87,49.16,48.79,47.37,28.76,31.87,301.65,315.54,436.2,451.15,599.53,629.21,24.19,26.88,-3.11,-13.89,-14.95,-29.68,-2.69,9.53,89.9
"Bruno Gervais","BRUNO.GERVAIS","8470774","12-13","PHI","D","R",1984-10-03,27,2003,6,182,37,633.73,32.7,47.32,45.79,47.2,44.02,17.8,36.64,273.71,304.72,382.87,453.26,540.8,605,21.07,26.79,-18.84,-31.01,-70.39,-64.2,-5.72,6.5,87.98
"Bryan Allen","BRYAN.ALLEN","8467332","07-08","FLA","D","L",1980-08-21,27,1998,1,4,73,1554.08,42.28,42.55,42.9,43.08,40.7,56.72,77.43,700.28,945.49,961.53,1279.64,1228.03,1622.82,55.72,81.2,-20.71,-245.21,-318.11,-394.79,-25.48,8.1,91.81
"Bryan Allen","BRYAN.ALLEN","8467332","08-09","FLA","D","L",1980-08-21,28,1998,1,4,2,54.37,61.3,53.03,50.15,47.24,48.33,3.01,1.9,27.54,24.39,35.64,35.43,45.63,50.97,2.17,2.32,1.11,3.15,0.21,-5.34,-0.15,10.93,92.21
"Bryan Allen","BRYAN.ALLEN","8467332","09-10","FLA","D","L",1980-08-21,29,1998,1,4,74,1417.9,39.08,40.9,40.89,39.15,40.17,47.02,73.29,619.32,894.93,835.03,1207.05,1084.25,1685.54,49.13,73.19,-26.27,-275.61,-372.02,-601.29,-24.06,7.59,91.81
"Bryan Allen","BRYAN.ALLEN","8467332","10-11","CAR/FLA","D","L",1980-08-21,30,1998,1,4,72,1319.2,45.18,42.89,43.51,44.21,43.32,55.79,67.69,609.77,811.85,837.42,1087.16,1136.59,1434.21,50.14,65.61,-11.9,-202.08,-249.74,-297.62,-15.47,9.15,91.66
"Bryan Allen","BRYAN.ALLEN","8467332","11-12","CAR","D","L",1980-08-21,31,1998,1,4,82,1571.15,40.37,42.39,42.75,42.82,42.23,57.48,84.89,655.27,890.47,922.39,1235.12,1278.99,1707.58,62.67,85.74,-27.41,-235.2,-312.73,-428.59,-23.07,8.77,90.47
"Bryan Allen","BRYAN.ALLEN","8467332","12-13","ANA","D","L",1980-08-21,32,1998,1,4,41,768.28,45.74,42.63,42.21,42.43,41.65,24.69,29.29,288.31,388.04,418.09,572.49,581.87,789.56,23.95,33.55,-4.6,-99.73,-154.4,-207.69,-9.6,8.56,92.45
"Bryan Allen","BRYAN.ALLEN","8467332","13-14","ANA","D","L",1980-08-21,33,1998,1,4,68,1193.42,48.99,46.7,46.13,45.15,46.41,56.61,58.94,561.47,640.92,777.69,908.34,1022.53,1242.05,52.2,60.28,-2.33,-79.45,-130.65,-219.52,-8.08,10.08,90.8
"Bryan Allen","BRYAN.ALLEN","8467332","14-15","ANA/MTL","D","L",1980-08-21,34,1998,1,4,11,172.95,36.21,43.31,47.03,47.58,48.69,4.99,8.79,65.75,86.07,108.01,121.64,154.36,170.03,6.12,6.45,-3.8,-20.32,-13.63,-15.67,-0.33,7.59,89.79
"Bryan Berard","BRYAN.BERARD","8462032","07-08","NYI","D","L",1977-03-05,30,1995,1,1,54,953.1,50.45,53.82,54.68,56.24,54.28,41.78,41.03,502.01,430.75,707.85,586.69,982.99,764.79,47.34,39.88,0.75,71.26,121.16,218.2,7.46,8.32,90.47
"Bryan Bickell","BRYAN.BICKELL","8471254","07-08","CHI","L","L",1986-03-09,21,2004,2,41,4,36.53,0,68.67,68.53,67.82,74.03,0,1.06,22.03,10.05,28.27,12.98,33.65,15.97,1.71,0.6,-1.06,11.98,15.29,17.68,1.11,0,89.45
"Bryan Bickell","BRYAN.BICKELL","8471254","09-10","CHI","L","L",1986-03-09,23,2004,2,41,16,153.5,69.98,67.35,66.63,62.14,60.83,6.83,2.93,88.61,42.95,114.84,57.52,148.93,90.74,5.73,3.69,3.9,45.66,57.32,58.19,2.04,7.71,93.18
"Bryan Bickell","BRYAN.BICKELL","8471254","10-11","CHI","L","L",1986-03-09,24,2004,2,41,78,1079.37,57.96,50.47,50.83,50.97,49.17,56.09,40.69,508.08,498.66,710.44,687.2,952.11,915.78,38.44,39.73,15.4,9.42,23.24,36.33,-1.29,11.04,91.84
"Bryan Bickell","BRYAN.BICKELL","8471254","11-12","CHI","L","L",1986-03-09,25,2004,2,41,71,861.73,47.92,51.56,51.76,52.28,48.56,34.92,37.95,410.1,385.28,564.34,525.94,776,708.18,30.01,31.79,-3.03,24.82,38.4,67.82,-1.78,8.51,90.15
"Bryan Bickell","BRYAN.BICKELL","8471254","12-13","CHI","L","L",1986-03-09,26,2004,2,41,48,614.67,66.38,56.84,57.7,57.45,53.52,25.21,12.77,306.8,232.96,429.29,314.71,595.71,441.23,23.95,20.8,12.44,73.84,114.58,154.48,3.15,8.22,94.52
"Bryan Bickell","BRYAN.BICKELL","8471254","13-14","CHI","L","L",1986-03-09,27,2004,2,41,59,669.65,46.34,58.59,59.07,60.19,57.96,25.81,29.89,385.71,272.58,508.92,352.61,696.42,460.6,28.68,20.8,-4.08,113.13,156.31,235.82,7.88,6.69,89.03
"Bryan Bickell","BRYAN.BICKELL","8471254","14-15","CHI","L","L",1986-03-09,28,2004,2,41,80,966.02,58.89,55.12,54.69,56.21,52.17,41.49,28.96,553.49,450.63,728.21,603.29,1015.84,791.24,40.84,37.44,12.53,102.86,124.92,224.6,3.4,7.5,93.57
"Bryan Bickell","BRYAN.BICKELL","8471254","15-16","CHI","L","L",1986-03-09,29,2004,2,41,25,244.7,33.06,47.58,50.34,51.73,55.36,4.92,9.96,119.52,131.7,166.13,163.91,230.77,215.36,10.85,8.75,-5.04,-12.18,2.22,15.41,2.1,4.12,92.44
"Bryan Bickell","BRYAN.BICKELL","8471254","16-17","CAR","L","L",1986-03-09,30,2004,2,41,11,114.85,51.9,48.52,49.44,50.91,47.15,7.5,6.95,54.78,58.13,80.56,82.38,108.21,104.36,5.22,5.85,0.55,-3.35,-1.82,3.85,-0.63,13.69,88.04
"Bryan Helmer","BRYAN.HELMER","8459406","08-09","WSH","D","R",1972-07-15,36,1990,NA,NA,12,198.88,47.62,53.63,52.68,51.65,51.87,7.92,8.71,97.74,84.51,137.7,123.69,177.91,166.53,9.43,8.75,-0.79,13.23,14.01,11.38,0.68,8.1,89.69
"Bryan Lerg","BRYAN.LERG","8474516","14-15","S.J","L","L",1986-01-20,28,2004,NA,NA,2,25.2,34.42,57.62,61.96,62.8,48.96,1.06,2.02,17.28,12.71,23.72,14.56,32.58,19.3,1.64,1.71,-0.96,4.57,9.16,13.28,-0.07,6.13,84.11
"Bryan Lerg","BRYAN.LERG","8474516","15-16","S.J","L","L",1986-01-20,29,2004,NA,NA,6,53.25,49.5,34.3,28.58,25.99,27.27,0.99,1.01,16.56,31.72,18.35,45.86,21.88,62.32,0.78,2.08,-0.02,-15.16,-27.51,-40.44,-1.3,5.98,96.82
"Bryan Little","BRYAN.LITTLE","8473412","07-08","ATL","C","R",1987-11-12,19,2006,1,12,48,749.25,58.39,51.24,52.04,51.48,56.46,30.05,21.41,373.71,355.63,508.49,468.67,655.36,617.75,31.92,24.62,8.64,18.08,39.82,37.61,7.3,8.04,93.98
"Bryan Little","BRYAN.LITTLE","8473412","08-09","ATL","C","R",1987-11-12,20,2006,1,12,79,1335.17,61.34,56.1,56.94,57.24,58.88,101.97,64.27,745.86,583.63,1014.35,767.07,1317.67,984.41,78.62,54.91,37.7,162.23,247.28,333.26,23.71,13.67,88.99
"Bryan Little","BRYAN.LITTLE","8473412","09-10","ATL","C/R","R",1987-11-12,21,2006,1,12,79,1244.25,55.84,55.82,56.15,55.83,57.23,59.4,46.98,716.27,566.82,961.08,750.5,1256.68,994.24,64.82,48.44,12.42,149.45,210.58,262.44,16.38,8.29,91.71
"Bryan Little","BRYAN.LITTLE","8473412","10-11","ATL","R","R",1987-11-12,22,2006,1,12,76,1402.98,53.78,51.56,52.24,51.94,50.31,82.63,71.02,783.54,736.07,1081.22,988.57,1431.31,1324.14,73,72.09,11.61,47.47,92.65,107.17,0.91,10.55,90.35
"Bryan Little","BRYAN.LITTLE","8473412","11-12","WPG","R","R",1987-11-12,23,2006,1,12,74,1496.1,48.99,54.1,55.42,56.55,54.46,75.6,78.73,835.59,709.04,1217.1,978.93,1616.23,1241.73,83.61,69.91,-3.13,126.55,238.17,374.5,13.7,9.05,88.9
"Bryan Little","BRYAN.LITTLE","8473412","12-13","WPG","R","R",1987-11-12,24,2006,1,12,48,950.35,55.14,52.12,51.4,51.43,51.91,54.57,44.4,512,470.28,722.17,682.82,980.05,925.49,49.95,46.28,10.17,41.72,39.35,54.56,3.67,10.66,90.56
"Bryan Little","BRYAN.LITTLE","8473412","13-14","WPG","C/R","R",1987-11-12,25,2006,1,12,82,1640.3,54.28,52.93,53.32,53.67,52.41,90.16,75.94,895.18,796.06,1281.6,1121.84,1736.09,1498.62,90.02,81.75,14.22,99.12,159.76,237.47,8.27,10.07,90.46
"Bryan Little","BRYAN.LITTLE","8473412","14-15","WPG","C","R",1987-11-12,26,2006,1,12,70,1394.37,54.41,55.16,55.99,57.33,56.14,68.88,57.72,781.81,635.51,1088.61,855.84,1524.13,1134.57,81.86,63.95,11.16,146.3,232.77,389.56,17.91,8.81,90.92
"Bryan Little","BRYAN.LITTLE","8473412","15-16","WPG","C","R",1987-11-12,27,2006,1,12,57,1116.55,45.28,51.8,53.31,54.52,47.42,58.25,70.38,620.69,577.62,877.32,768.48,1205.47,1005.55,60.63,67.23,-12.13,43.07,108.84,199.92,-6.6,9.38,87.82
"Bryan Little","BRYAN.LITTLE","8473412","16-17","WPG","C","R",1987-11-12,28,2006,1,12,59,1035.87,50.15,53.63,53.69,52.84,52.18,64.63,64.25,600.03,518.71,818.61,706.06,1040.04,928.33,57.17,52.39,0.38,81.32,112.55,111.71,4.78,10.77,87.61
"Bryan Little","BRYAN.LITTLE","8473412","17-18","WPG","C","R",1987-11-12,29,2006,1,12,82,1388.57,55.4,52.91,53.08,53.84,55.63,74.78,60.21,780.16,694.34,1089.13,962.73,1484.23,1272.6,72.39,57.73,14.57,85.82,126.4,211.63,14.66,9.59,91.33
"Bryan Little","BRYAN.LITTLE","8473412","18-19","WPG","C","R",1987-11-12,30,2006,1,12,82,1298.28,46.8,46.78,47.66,47.84,44.89,66.33,75.41,659.32,749.97,913.73,1003.3,1200.27,1308.44,55.25,67.84,-9.08,-90.65,-89.57,-108.17,-12.59,10.06,89.94
"Bryan Little","BRYAN.LITTLE","8473412","19-20","WPG","C","R",1987-11-12,31,2006,1,12,7,113.05,66.16,53.72,52.81,55.16,46.65,6.12,3.13,76.24,65.69,91.99,82.21,127.15,103.37,5.01,5.73,2.99,10.55,9.78,23.78,-0.72,8.03,95.24
"Bryan McCabe","BRYAN.MCCABE","8459462","07-08","TOR","D","L",1975-06-08,32,1993,2,40,54,1397.33,48.97,51,51.39,51.87,50.2,65.9,68.68,717.24,689.14,990.5,936.78,1315.86,1221.09,69,68.46,-2.78,28.1,53.72,94.77,0.54,9.19,90.03
"Bryan McCabe","BRYAN.MCCABE","8459462","08-09","FLA","D","L",1975-06-08,33,1993,2,40,69,1596.47,60.7,53.7,53.89,55.14,56.98,101.18,65.52,914.38,788.22,1231.69,1053.99,1644.26,1337.61,88.07,66.48,35.66,126.16,177.7,306.65,21.59,11.07,91.69
"Bryan McCabe","BRYAN.MCCABE","8459462","09-10","FLA","D","L",1975-06-08,34,1993,2,40,82,1912.78,55.52,50.25,50.74,50.78,52.55,92.12,73.79,985.12,975.3,1353.7,1314.09,1801.65,1746.15,90.44,81.66,18.33,9.82,39.61,55.5,8.78,9.35,92.43
"Bryan McCabe","BRYAN.MCCABE","8459462","10-11","FLA/NYR","D","L",1975-06-08,35,1993,2,40,67,1311,55.61,54.14,53.19,54.59,55.55,60.36,48.18,743.7,630.01,989.62,870.96,1343.99,1118.12,69.95,55.98,12.18,113.69,118.66,225.87,13.97,8.12,92.35
"Bryan Rodney","BRYAN.RODNEY","8470988","08-09","CAR","D","R",1984-04-22,24,2002,NA,NA,8,101,52.46,57.69,56.26,57.07,56.65,7.37,6.68,60.04,44.03,83.54,64.95,110.36,83.01,5.79,4.43,0.69,16.01,18.59,27.35,1.36,12.28,84.83
"Bryan Rodney","BRYAN.RODNEY","8470988","09-10","CAR","D","R",1984-04-22,25,2002,NA,NA,22,368.1,53.33,51.54,50.99,53.85,50.05,22.91,20.05,203.75,191.6,276.4,265.64,395.88,339.31,19.27,19.23,2.86,12.15,10.76,56.57,0.04,11.24,89.54
"Bryan Rodney","BRYAN.RODNEY","8470988","10-11","CAR","D","R",1984-04-22,26,2002,NA,NA,3,26.2,0,54.66,51.77,52.68,61.2,0,0,13.2,10.95,17.41,16.22,24.56,22.06,1.53,0.97,0,2.25,1.19,2.5,0.56,0,100
"Bryan Rodney","BRYAN.RODNEY","8470988","11-12","EDM","D","R",1984-04-22,27,2002,NA,NA,1,13.28,0,12.57,18.01,31.97,13.4,0,0.99,1.99,13.84,3.93,17.89,8.93,19,0.13,0.84,-0.99,-11.85,-13.96,-10.07,-0.71,0,92.85
"Bryan Rust","BRYAN.RUST","8475810","14-15","PIT","R","R",1992-05-11,22,2010,3,80,14,168.37,42.23,52.3,52.91,53.59,50.62,5.98,8.18,89.38,81.51,120.8,107.5,164.84,142.76,6.91,6.74,-2.2,7.87,13.3,22.08,0.17,6.69,89.96
"Bryan Rust","BRYAN.RUST","8475810","15-16","PIT","R","R",1992-05-11,23,2010,3,80,41,512.4,51.73,52.91,52.69,51.82,58.54,17.93,16.73,258.77,230.27,355.14,318.93,460.46,428.11,24.34,17.24,1.2,28.5,36.21,32.35,7.1,6.93,92.73
"Bryan Rust","BRYAN.RUST","8475810","16-17","PIT","R","R",1992-05-11,24,2010,3,80,57,777.27,49.87,48.75,49.69,49.53,49.02,40.73,40.95,421.08,442.61,564.68,571.68,755.05,769.3,37.93,39.45,-0.22,-21.53,-7,-14.25,-1.52,9.67,90.75
"Bryan Rust","BRYAN.RUST","8475810","17-18","PIT","R","R",1992-05-11,25,2010,3,80,69,1107.38,52.18,53.42,53.11,52.95,53.08,52.72,48.31,595.58,519.3,835.91,737.91,1118.62,993.99,54.48,48.16,4.41,76.28,98,124.63,6.32,8.85,90.7
"Bryan Rust","BRYAN.RUST","8475810","18-19","PIT","R","R",1992-05-11,26,2010,3,80,72,1145.12,48.33,47.96,47.49,46.8,45.12,56.41,60.32,607.57,659.38,834.77,923,1079.89,1227.54,51.57,62.72,-3.91,-51.81,-88.23,-147.65,-11.15,9.28,90.85
"Bryan Rust","BRYAN.RUST","8475810","19-20","PIT","R","R",1992-05-11,27,2010,3,80,55,1087.08,60.97,55.02,54.64,54.19,58.33,89.34,57.18,653.44,534.28,878.94,729.67,1138.8,962.6,72.67,51.91,32.16,119.16,149.27,176.2,20.76,13.67,89.3
"Bryan Rust","BRYAN.RUST","8475810","20-21","PIT","R","R",1992-05-11,28,2010,3,80,56,1104.55,62.13,55.94,56.75,57.51,58.28,83.26,50.74,651.88,513.48,892.64,680.16,1174.84,868.06,70.31,50.33,32.52,138.4,212.48,306.78,19.98,12.77,90.12
"Bryan Rust","BRYAN.RUST","8475810","21-22","PIT","R","R",1992-05-11,29,2010,3,80,33,618.58,69.17,60.05,60.87,61.03,67.43,56.57,25.21,440.3,292.9,604.38,388.52,776.89,496.07,50.53,24.41,31.36,147.4,215.86,280.82,26.12,12.85,91.39
"Bryan Smolinski","BRYAN.SMOLINSKI","8458069","07-08","MTL","C","R",1971-12-27,35,1990,1,21,64,840.8,43.29,46.78,44.72,44.53,41.18,36.99,48.45,394.19,448.53,532.43,658.19,720.85,897.81,31.34,44.76,-11.46,-54.34,-125.76,-176.96,-13.42,9.38,89.2
"Bryan Young","BRYAN.YOUNG","8471358","07-08","EDM","D","L",1986-08-06,21,2004,5,146,2,4.27,0,30.6,19.87,15.67,14.81,0,0.94,1.83,4.15,1.82,7.34,1.78,9.58,0.08,0.46,-0.94,-2.32,-5.52,-7.8,-0.38,0,77.35
"Bryce Kindopp","BRYCE.KINDOPP","8481815","21-22","ANA","R","R",1999-06-14,22,2017,NA,NA,1,6.1,0,60.56,53.68,64.69,23.91,0,0,4.3,2.8,4.3,3.71,6.65,3.63,0.11,0.35,0,1.5,0.59,3.02,-0.24,0,100
"Bryce Salvador","BRYCE.SALVADOR","8460626","07-08","N.J/STL","D","L",1976-02-11,31,1994,6,138,64,1267.15,43.13,40.2,39.37,38.01,37.88,49.97,65.88,433.32,644.7,604.04,930.21,762.62,1243.97,36.89,60.5,-15.91,-211.38,-326.17,-481.35,-23.61,11.53,89.78
"Bryce Salvador","BRYCE.SALVADOR","8460626","08-09","N.J","D","L",1976-02-11,32,1994,6,138,76,1480.62,36.8,43.06,43.26,42.89,37.8,42.97,73.8,636.9,842.24,857.47,1124.67,1109.4,1476.99,43.6,71.74,-30.83,-205.34,-267.2,-367.59,-28.14,6.75,91.24
"Bryce Salvador","BRYCE.SALVADOR","8460626","09-10","N.J","D","L",1976-02-11,33,1994,6,138,79,1490.27,46.47,49.21,49.09,47.6,48.4,48.17,55.48,672.09,693.7,898.45,931.73,1145.6,1261.1,52.97,56.47,-7.31,-21.61,-33.28,-115.5,-3.5,7.17,92
"Bryce Salvador","BRYCE.SALVADOR","8460626","11-12","N.J","D","L",1976-02-11,35,1994,6,138,82,1657.33,50.12,43.19,42.81,42.66,45.17,58.95,58.66,609.94,802.34,801.44,1070.62,1049.72,1410.92,55.73,67.64,0.29,-192.4,-269.18,-361.2,-11.91,9.66,92.69
"Bryce Salvador","BRYCE.SALVADOR","8460626","12-13","N.J","D","L",1976-02-11,36,1994,6,138,39,831.82,24.5,41.86,43.25,42.85,39.25,14.66,45.18,308.09,427.91,433.62,568.91,578.69,771.95,25.6,39.63,-30.52,-119.82,-135.29,-193.26,-14.03,4.76,89.44
"Bryce Salvador","BRYCE.SALVADOR","8460626","13-14","N.J","D","L",1976-02-11,37,1994,6,138,40,811.75,40.28,41.01,41.88,41.65,40.8,23.94,35.49,291.19,418.87,408.84,567.29,540.51,757.31,26.26,38.11,-11.55,-127.68,-158.45,-216.8,-11.85,8.22,91.53
"Bryce Salvador","BRYCE.SALVADOR","8460626","14-15","N.J","D","L",1976-02-11,38,1994,6,138,15,277.53,20.55,32.23,33.67,35.81,31.17,6.15,23.77,83.59,175.78,111.29,219.29,159.24,285.46,6.88,15.19,-17.62,-92.19,-108,-126.22,-8.31,7.36,86.48
"Bryce Van Brabant","BRYCE.VAN BRABANT","8477847","13-14","CGY","L","L",1991-11-12,21,2010,NA,NA,6,54.95,34.42,36.63,40.98,37.85,34.09,1.06,2.02,18.65,32.27,30.4,43.79,38.94,63.94,1.35,2.61,-0.96,-13.62,-13.39,-25,-1.26,5.68,93.74
