Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,EVO_GAR/60,EVD_GAR/60,PPO_GAR/60,SHD_GAR/60,Take_GAR/60,Draw_GAR/60,Off_GAR/60,Def_GAR/60,Pens_GAR/60,GAR/60,WAR/60,SPAR/60
Drew Doughty,DREW.DOUGHTY,8474563,20-21,L.A,D,R,1989-12-08,30,2008,1,2,56,-0.078,0.063,0.534,-0.054,0.02,-0.001,0.007,0.052,0.018,0.069,0.012,0.023
Drew Doughty,DREW.DOUGHTY,8474563,21-22,L.A,D,R,1989-12-08,31,2008,1,2,35,0.258,0.143,0.899,-1.471,-0.015,0.013,0.352,-0.013,-0.002,0.3,0.054,0.102
Drew Fata,DREW.FATA,8469535,07-08,NYI,D,L,1983-07-28,24,2001,3,86,5,-0.718,-1.009,-0.03,-0.877,-0.128,0.067,-0.715,-0.991,-0.061,-1.665,-0.301,-0.58
Drew Larman,DREW.LARMAN,8470970,07-08,FLA,C,R,1985-05-15,22,2003,NA,NA,6,0.23,0.316,0,0.056,-0.136,-0.193,0.23,0.313,-0.329,0.207,0.038,0.072
Drew Larman,DREW.LARMAN,8470970,09-10,BOS,C,R,1985-05-15,24,2003,NA,NA,4,-0.548,0.609,0,-0.162,0.165,-0.162,-0.548,0.598,0.003,0.061,0.011,0.021
Drew Leblanc,DREW.LEBLANC,8477243,12-13,CHI,C,L,1989-06-29,23,2007,NA,NA,2,-0.451,-0.34,-0.329,0,0.149,-0.139,-0.442,-0.34,0.01,-0.731,-0.136,-0.252
Drew Miller,DREW.MILLER,8470778,07-08,ANA,L,L,1984-02-17,23,2003,6,186,26,-0.104,0.542,-0.757,0.432,0.075,-0.041,-0.122,0.533,0.034,0.44,0.08,0.153
Drew Miller,DREW.MILLER,8470778,08-09,ANA,L,L,1984-02-17,24,2003,6,186,27,-0.02,0.137,0.121,-0.24,-0.019,-0.062,-0.019,0.091,-0.081,-0.008,-0.001,-0.003
Drew Miller,DREW.MILLER,8470778,09-10,DET/T.B,L,L,1984-02-17,25,2003,6,186,80,-0.107,0.398,2.331,-0.184,0.108,-0.019,-0.032,0.314,0.089,0.365,0.066,0.127
Drew Miller,DREW.MILLER,8470778,10-11,DET,L,L,1984-02-17,26,2003,6,186,67,0.199,0.18,-0.382,-0.278,0.103,0.035,0.194,0.092,0.138,0.386,0.069,0.132
Drew Miller,DREW.MILLER,8470778,11-12,DET,L,L,1984-02-17,27,2003,6,186,80,0.339,0.083,-0.48,0.508,0.061,-0.028,0.332,0.15,0.032,0.459,0.08,0.148
Drew Miller,DREW.MILLER,8470778,12-13,DET,L,L,1984-02-17,28,2003,6,186,44,-0.212,0.057,0.585,0.094,0.13,-0.102,-0.201,0.063,0.029,-0.076,-0.014,-0.026
Drew Miller,DREW.MILLER,8470778,13-14,DET,L,L,1984-02-17,29,2003,6,186,82,0.063,0.094,-0.436,0.213,0.07,-0.039,0.059,0.119,0.031,0.193,0.037,0.069
Drew Miller,DREW.MILLER,8470778,14-15,DET,L,L,1984-02-17,30,2003,6,186,82,-0.136,-0.1,0.053,-0.372,0.048,-0.05,-0.134,-0.165,-0.002,-0.263,-0.05,-0.096
Drew Miller,DREW.MILLER,8470778,15-16,DET,L,L,1984-02-17,31,2003,6,186,28,-0.239,-0.117,-0.131,-0.841,0.112,-0.131,-0.239,-0.285,-0.019,-0.48,-0.093,-0.178
Drew Miller,DREW.MILLER,8470778,16-17,DET,L,L,1984-02-17,32,2003,6,186,55,-0.2,-0.071,-0.444,-0.88,0.041,-0.108,-0.201,-0.179,-0.067,-0.417,-0.078,-0.152
Drew O'Connor,DREW.O'CONNOR,8482055,20-21,PIT,L,L,1998-06-09,22,2016,NA,NA,10,-0.765,-0.127,-1.138,-0.213,0.013,-0.003,-0.822,-0.13,0.01,-0.889,-0.16,-0.297
Drew O'Connor,DREW.O'CONNOR,8482055,21-22,PIT,L,L,1998-06-09,23,2016,NA,NA,22,0.131,0.342,-0.866,-1.279,0.031,-0.034,0.045,0.328,-0.003,0.34,0.061,0.115
Drew Shore,DREW.SHORE,8475213,12-13,FLA,C,R,1991-01-29,21,2009,2,44,43,0.109,0.224,-0.263,0.897,0.042,-0.106,0.084,0.264,-0.064,0.261,0.048,0.09
Drew Shore,DREW.SHORE,8475213,13-14,FLA,C,R,1991-01-29,22,2009,2,44,24,-0.131,-0.174,0.9,0.245,-0.008,-0.062,-0.051,-0.104,-0.069,-0.208,-0.039,-0.074
Drew Shore,DREW.SHORE,8475213,14-15,CGY,C,R,1991-01-29,23,2009,2,44,11,0.303,-0.544,-0.307,0.045,0.138,0.149,0.287,-0.529,0.287,0.053,0.01,0.019
Drew Shore,DREW.SHORE,8475213,15-16,CGY,C,R,1991-01-29,24,2009,2,44,2,0.409,0.157,-0.109,-0.202,-0.234,-0.131,0.398,0.079,-0.365,-0.039,-0.008,-0.015
Drew Shore,DREW.SHORE,8475213,16-17,VAN,C,R,1991-01-29,25,2009,2,44,14,-0.194,0.036,-0.497,1.115,0.004,-0.067,-0.196,0.109,-0.063,-0.138,-0.026,-0.05
Drew Shore,DREW.SHORE,8475213,20-21,CAR,C,R,1991-01-29,29,2009,2,44,4,-0.59,-0.83,0.59,-0.008,-0.211,-0.12,-0.589,-0.826,-0.332,-1.743,-0.313,-0.583
Drew Stafford,DREW.STAFFORD,8471226,07-08,BUF,R,R,1985-10-30,21,2004,1,13,63,0.569,-0.053,-2.117,-1.169,-0.07,-0.036,0.19,-0.059,-0.106,0.031,0.006,0.011
Drew Stafford,DREW.STAFFORD,8471226,08-09,BUF,R,R,1985-10-30,22,2004,1,13,79,0.31,0.143,0.471,0.009,0.083,0.011,0.337,0.143,0.094,0.543,0.098,0.189
Drew Stafford,DREW.STAFFORD,8471226,09-10,BUF,R,R,1985-10-30,23,2004,1,13,71,0.401,-0.246,0.106,-0.825,-0.003,-0.018,0.349,-0.247,-0.021,0.123,0.022,0.043
Drew Stafford,DREW.STAFFORD,8471226,10-11,BUF,R,R,1985-10-30,24,2004,1,13,62,0.836,-0.18,1.017,1.476,-0.01,-0.084,0.87,-0.137,-0.094,0.629,0.112,0.215
Drew Stafford,DREW.STAFFORD,8471226,11-12,BUF,R,R,1985-10-30,25,2004,1,13,80,0.283,-0.093,0.042,0.084,0.014,-0.04,0.25,-0.081,-0.026,0.137,0.024,0.044
Drew Stafford,DREW.STAFFORD,8471226,12-13,BUF,R,R,1985-10-30,26,2004,1,13,46,-0.116,-0.103,0.544,-2.049,0.068,-0.059,-0.022,-0.295,0.009,-0.265,-0.049,-0.091
Drew Stafford,DREW.STAFFORD,8471226,13-14,BUF,R,R,1985-10-30,27,2004,1,13,70,0.364,-0.114,0.134,-1.327,0.004,0.006,0.333,-0.23,0.01,0.11,0.021,0.039
Drew Stafford,DREW.STAFFORD,8471226,14-15,BUF/WPG,R,R,1985-10-30,28,2004,1,13,76,0.267,-0.215,0.084,-0.152,0.011,0.026,0.24,-0.213,0.037,0.088,0.017,0.032
Drew Stafford,DREW.STAFFORD,8471226,15-16,WPG,R,R,1985-10-30,29,2004,1,13,78,-0.042,-0.151,0.158,-0.801,0.061,-0.086,-0.016,-0.195,-0.025,-0.206,-0.04,-0.077
Drew Stafford,DREW.STAFFORD,8471226,16-17,BOS/WPG,R,R,1985-10-30,30,2004,1,13,58,0.129,-0.213,0.681,-1.786,-0.036,-0.038,0.183,-0.239,-0.074,-0.11,-0.021,-0.04
Drew Stafford,DREW.STAFFORD,8471226,17-18,N.J,R,R,1985-10-30,31,2004,1,13,59,-0.349,-0.119,0.362,0.005,0.067,0.003,-0.25,-0.119,0.07,-0.277,-0.054,-0.103
Drew Stafford,DREW.STAFFORD,8471226,18-19,N.J,R,R,1985-10-30,32,2004,1,13,57,-0.095,0.136,1.433,0.355,0.003,-0.079,0.013,0.136,-0.076,0.061,0.011,0.021
Dryden Hunt,DRYDEN.HUNT,8478211,17-18,FLA,L,L,1995-11-24,21,2014,NA,NA,11,-1.316,0.516,-0.208,-0.752,0.038,0.061,-1.314,0.515,0.099,-0.695,-0.135,-0.259
Dryden Hunt,DRYDEN.HUNT,8478211,18-19,FLA,L,L,1995-11-24,22,2014,NA,NA,31,0.378,0.161,1.893,0.221,0.042,0.001,0.387,0.161,0.043,0.587,0.109,0.206
Dryden Hunt,DRYDEN.HUNT,8478211,19-20,FLA,L,L,1995-11-24,23,2014,NA,NA,21,-0.114,0.344,0.011,-0.555,-0.176,-0.077,-0.113,0.343,-0.253,-0.029,-0.005,-0.01
Dryden Hunt,DRYDEN.HUNT,8478211,20-21,ARI,L,L,1995-11-24,24,2014,NA,NA,26,-0.146,0.247,-0.539,0,0.052,0.054,-0.151,0.247,0.106,0.198,0.036,0.066
Dryden Hunt,DRYDEN.HUNT,8478211,21-22,NYR,L,L,1995-11-24,25,2014,NA,NA,48,-0.296,0.067,-0.402,-0.013,-0.023,-0.012,-0.298,0.067,-0.034,-0.262,-0.047,-0.089
Duncan Keith,DUNCAN.KEITH,8470281,07-08,CHI,D,L,1983-07-16,24,2002,2,54,81,0.14,0.059,0.223,-0.205,0.091,-0.047,0.149,0.007,0.044,0.17,0.031,0.059
Duncan Keith,DUNCAN.KEITH,8470281,08-09,CHI,D,L,1983-07-16,25,2002,2,54,77,0.41,0.058,0.489,0.599,0.038,-0.04,0.419,0.139,-0.002,0.478,0.087,0.166
Duncan Keith,DUNCAN.KEITH,8470281,09-10,CHI,D,L,1983-07-16,26,2002,2,54,82,0.432,0.11,0.621,0.046,0.045,-0.002,0.455,0.102,0.043,0.53,0.096,0.185
Duncan Keith,DUNCAN.KEITH,8470281,10-11,CHI,D,L,1983-07-16,27,2002,2,54,82,0.075,-0.05,1.438,-0.08,0.097,-0.037,0.242,-0.053,0.06,0.229,0.041,0.078
Duncan Keith,DUNCAN.KEITH,8470281,11-12,CHI,D,L,1983-07-16,28,2002,2,54,74,0.235,0.036,0.507,0.07,0.06,-0.022,0.271,0.039,0.038,0.314,0.055,0.101
Duncan Keith,DUNCAN.KEITH,8470281,12-13,CHI,D,L,1983-07-16,29,2002,2,54,47,0.409,-0.126,1.238,-0.686,0.086,-0.053,0.514,-0.186,0.033,0.33,0.061,0.114
Duncan Keith,DUNCAN.KEITH,8470281,13-14,CHI,D,L,1983-07-16,30,2002,2,54,79,0.45,0.015,0.612,0.208,0.065,-0.021,0.474,0.037,0.045,0.498,0.094,0.176
Duncan Keith,DUNCAN.KEITH,8470281,14-15,CHI,D,L,1983-07-16,31,2002,2,54,80,0.215,0.067,-0.083,0.317,0.091,-0.05,0.172,0.094,0.041,0.274,0.052,0.099
Duncan Keith,DUNCAN.KEITH,8470281,15-16,CHI,D,L,1983-07-16,32,2002,2,54,67,0.095,0.094,1.034,-0.286,0.098,-0.036,0.214,0.048,0.062,0.288,0.056,0.107
Duncan Keith,DUNCAN.KEITH,8470281,16-17,CHI,D,L,1983-07-16,33,2002,2,54,80,0.118,-0.074,-0.082,-0.802,0.074,-0.056,0.091,-0.154,0.018,-0.033,-0.006,-0.012
Duncan Keith,DUNCAN.KEITH,8470281,17-18,CHI,D,L,1983-07-16,34,2002,2,54,82,-0.201,-0.275,-0.718,0.018,0.04,-0.044,-0.266,-0.24,-0.004,-0.443,-0.086,-0.165
Duncan Keith,DUNCAN.KEITH,8470281,18-19,CHI,D,L,1983-07-16,35,2002,2,54,82,0.367,-0.063,-0.477,-0.959,0.028,-0.002,0.311,-0.147,0.027,0.169,0.032,0.059
Duncan Keith,DUNCAN.KEITH,8470281,19-20,CHI,D,L,1983-07-16,36,2002,2,54,61,-0.003,-0.089,0.886,-0.374,0.043,-0.052,0.093,-0.125,-0.009,-0.039,-0.007,-0.013
Duncan Keith,DUNCAN.KEITH,8470281,20-21,CHI,D,L,1983-07-16,37,2002,2,54,54,0.159,-0.479,-0.151,-0.365,-0.014,-0.058,0.122,-0.464,-0.073,-0.372,-0.067,-0.124
Duncan Keith,DUNCAN.KEITH,8470281,21-22,EDM,D,L,1983-07-16,38,2002,2,54,35,0.254,0.228,-0.437,-0.359,0.049,-0.033,0.247,0.171,0.016,0.403,0.072,0.136
Duncan Siemens,DUNCAN.SIEMENS,8476464,14-15,COL,D,L,1993-09-07,21,2011,1,11,1,0.343,0.011,0,0,0.132,-0.062,0.343,0.011,0.071,0.425,0.081,0.154
Duncan Siemens,DUNCAN.SIEMENS,8476464,16-17,COL,D,L,1993-09-07,23,2011,1,11,3,-0.772,0.303,0,0.497,-0.185,-0.061,-0.772,0.32,-0.246,-0.631,-0.119,-0.23
Duncan Siemens,DUNCAN.SIEMENS,8476464,17-18,COL,D,L,1993-09-07,24,2011,1,11,16,-0.709,0.379,0.414,1.317,-0.04,-0.007,-0.709,0.58,-0.047,-0.025,-0.005,-0.009
Dustin Boyd,DUSTIN.BOYD,8471310,07-08,CGY,C,L,1986-07-16,21,2004,3,98,48,0.31,-0.721,-1.34,0.57,0.14,0.108,0.177,-0.663,0.248,-0.191,-0.035,-0.067
Dustin Boyd,DUSTIN.BOYD,8471310,08-09,CGY,C,L,1986-07-16,22,2004,3,98,70,0.132,-0.431,-1.429,-0.757,0.114,-0.078,-0.012,-0.49,0.036,-0.421,-0.076,-0.147
Dustin Boyd,DUSTIN.BOYD,8471310,09-10,CGY/NSH,C,L,1986-07-16,23,2004,3,98,78,-0.149,-0.035,3.204,-0.004,0.082,-0.004,-0.02,-0.033,0.077,0.027,0.005,0.009
Dustin Boyd,DUSTIN.BOYD,8471310,10-11,MTL,C,L,1986-07-16,24,2004,3,98,10,-0.624,-0.525,0,0.74,0.054,-0.048,-0.624,-0.384,0.007,-0.919,-0.164,-0.314
Dustin Brown,DUSTIN.BROWN,8470606,07-08,L.A,L,R,1984-11-04,22,2003,1,13,78,0.105,-0.084,0.884,-0.738,0.071,0.196,0.263,-0.159,0.267,0.373,0.067,0.13
Dustin Brown,DUSTIN.BROWN,8470606,08-09,L.A,L,R,1984-11-04,23,2003,1,13,80,0.481,-0.216,0.422,0.25,0.039,0.423,0.469,-0.168,0.462,0.749,0.136,0.261
Dustin Brown,DUSTIN.BROWN,8470606,09-10,L.A,L,R,1984-11-04,24,2003,1,13,82,0.082,-0.11,0.83,0.093,0.084,0.338,0.215,-0.092,0.422,0.542,0.098,0.189
Dustin Brown,DUSTIN.BROWN,8470606,10-11,L.A,L,R,1984-11-04,25,2003,1,13,82,0.475,0.101,0.302,0.428,-0.024,0.184,0.447,0.128,0.159,0.673,0.12,0.23
Dustin Brown,DUSTIN.BROWN,8470606,11-12,L.A,L,R,1984-11-04,26,2003,1,13,82,0.49,0.132,0.968,0.368,0,0.265,0.576,0.155,0.265,0.908,0.158,0.294
Dustin Brown,DUSTIN.BROWN,8470606,12-13,L.A,L,R,1984-11-04,27,2003,1,13,46,0.055,-0.059,1.676,0.045,0.027,0.21,0.308,-0.051,0.237,0.477,0.088,0.164
Dustin Brown,DUSTIN.BROWN,8470606,13-14,L.A,L,R,1984-11-04,28,2003,1,13,79,0.168,0.128,0.667,-3.082,-0.055,0.17,0.238,0.014,0.115,0.355,0.067,0.126
Dustin Brown,DUSTIN.BROWN,8470606,14-15,L.A,L,R,1984-11-04,29,2003,1,13,82,-0.168,0.126,0.051,0.505,0.055,0.165,-0.147,0.16,0.22,0.231,0.044,0.084
Dustin Brown,DUSTIN.BROWN,8470606,15-16,L.A,L,R,1984-11-04,30,2003,1,13,82,-0.157,0.036,-1.242,0.084,0.024,0.065,-0.233,0.041,0.089,-0.081,-0.016,-0.03
Dustin Brown,DUSTIN.BROWN,8470606,16-17,L.A,L,R,1984-11-04,31,2003,1,13,80,0.267,0.111,0.641,-0.717,0.042,0.08,0.305,0.038,0.122,0.432,0.081,0.157
Dustin Brown,DUSTIN.BROWN,8470606,17-18,L.A,L,R,1984-11-04,32,2003,1,13,81,0.589,0.017,0.562,1.077,0.004,0.057,0.585,0.134,0.061,0.686,0.134,0.256
Dustin Brown,DUSTIN.BROWN,8470606,18-19,L.A,L,R,1984-11-04,33,2003,1,13,72,0.254,-0.181,0.801,0.664,0.04,-0.022,0.33,-0.099,0.018,0.228,0.042,0.08
Dustin Brown,DUSTIN.BROWN,8470606,19-20,L.A,L,R,1984-11-04,34,2003,1,13,66,0.207,-0.115,0.109,-0.187,0.052,-0.007,0.193,-0.118,0.045,0.126,0.022,0.043
Dustin Brown,DUSTIN.BROWN,8470606,20-21,L.A,L,R,1984-11-04,35,2003,1,13,49,0.116,0.023,1.593,0.033,0.016,0.068,0.375,0.023,0.084,0.46,0.083,0.154
Dustin Brown,DUSTIN.BROWN,8470606,21-22,L.A,L/R,R,1984-11-04,36,2003,1,13,51,0.019,-0.129,0.444,-0.488,0.05,0.047,0.086,-0.13,0.097,0.074,0.013,0.025
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,07-08,CHI,D,R,1985-03-27,22,2003,8,245,67,-0.136,0.071,0.349,0.836,-0.043,0.072,-0.027,0.081,0.029,0.065,0.012,0.023
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,08-09,CHI,R,R,1985-03-27,23,2003,8,245,77,-0.075,0.052,0.32,-0.251,-0.018,0.069,-0.001,0.052,0.051,0.092,0.017,0.032
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,09-10,CHI,R,R,1985-03-27,24,2003,8,245,82,-0.256,0.109,0.563,-0.342,-0.092,-0.032,-0.121,0.106,-0.124,-0.155,-0.028,-0.054
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,10-11,ATL,D/R,R,1985-03-27,25,2003,8,245,81,0.469,0.273,0.874,0.637,0.005,0.025,0.54,0.275,0.03,0.783,0.14,0.268
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,11-12,WPG,D,R,1985-03-27,26,2003,8,245,66,0.373,-0.175,0.382,-0.177,-0.057,-0.033,0.375,-0.175,-0.091,0.122,0.021,0.039
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,12-13,WPG,D,R,1985-03-27,27,2003,8,245,43,0.34,-0.099,-0.272,-1.405,-0.027,-0.032,0.248,-0.131,-0.059,0.07,0.013,0.024
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,13-14,WPG,D,R,1985-03-27,28,2003,8,245,78,0.09,-0.114,0.864,0.21,-0.02,0.021,0.216,-0.087,0.001,0.125,0.024,0.044
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,14-15,WPG,D,R,1985-03-27,29,2003,8,245,69,0.286,-0.137,0.539,-1.116,-0.116,0.095,0.332,-0.201,-0.021,0.123,0.023,0.045
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,15-16,WPG,D,R,1985-03-27,30,2003,8,245,81,0.477,-0.094,0.391,0.466,-0.074,-0.007,0.464,-0.041,-0.08,0.298,0.058,0.111
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,16-17,WPG,D,R,1985-03-27,31,2003,8,245,80,0.158,0.124,-0.429,-0.245,-0.067,0.002,0.081,0.088,-0.066,0.08,0.015,0.029
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,17-18,WPG,D,R,1985-03-27,32,2003,8,245,69,0.175,0.114,1.479,-1.695,-0.089,-0.02,0.35,0.004,-0.109,0.219,0.043,0.081
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,18-19,WPG,D,R,1985-03-27,33,2003,8,245,42,-0.033,0.159,1.682,1.276,-0.103,-0.046,0.204,0.257,-0.148,0.253,0.047,0.089
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,08-09,PIT,C,L,1988-02-27,20,2007,6,171,14,0.062,0.441,-1.035,-1.884,0.181,-0.184,0.003,0.183,-0.003,0.173,0.031,0.06
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,09-10,PIT,C,L,1988-02-27,21,2007,6,171,1,0.004,-0.039,0,0,0.165,-0.162,0.004,-0.039,0.003,-0.032,-0.006,-0.011
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,10-11,PIT,C,L,1988-02-27,22,2007,6,171,25,0.912,0.423,-2.205,0.235,0.089,-0.011,0.45,0.416,0.077,0.863,0.154,0.295
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,11-12,PIT,C,L,1988-02-27,23,2007,6,171,26,-0.316,0.112,-0.252,1.961,0.118,-0.103,-0.313,0.21,0.015,-0.082,-0.014,-0.026
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,12-13,PIT,C,L,1988-02-27,24,2007,6,171,24,-0.203,0.197,-1.278,-0.211,0.115,-0.032,-0.243,0.191,0.083,0.028,0.005,0.01
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,13-14,DAL/PIT,C,L,1988-02-27,25,2007,6,171,34,-0.242,-0.146,-0.543,-0.254,0.117,-0.044,-0.253,-0.148,0.072,-0.316,-0.06,-0.112
Dustin Jeffrey,DUSTIN.JEFFREY,8474138,15-16,ARI,C,L,1988-02-27,27,2007,6,171,7,1.117,-0.132,0.495,0,0.01,0.014,1.053,-0.132,0.024,0.952,0.184,0.353
Dustin Kohn,DUSTIN.KOHN,8471671,09-10,NYI,D,L,1987-02-02,22,2005,2,46,22,-0.227,0.065,-0.053,-0.031,0.074,-0.03,-0.226,0.064,0.043,-0.115,-0.021,-0.04
Dustin Penner,DUSTIN.PENNER,8471208,07-08,EDM,R,L,1982-09-28,24,2001,NA,NA,82,0.222,0.056,0.937,1.481,0.066,0.002,0.377,0.069,0.068,0.489,0.088,0.17
Dustin Penner,DUSTIN.PENNER,8471208,08-09,EDM,R,L,1982-09-28,25,2001,NA,NA,78,0.571,0.189,1.049,-1.216,0.022,-0.047,0.666,0.122,-0.025,0.704,0.127,0.245
Dustin Penner,DUSTIN.PENNER,8471208,09-10,EDM,R,L,1982-09-28,26,2001,NA,NA,82,0.675,0.003,0.619,0.799,0.029,-0.031,0.665,0.069,-0.002,0.66,0.119,0.23
Dustin Penner,DUSTIN.PENNER,8471208,10-11,EDM/L.A,R,L,1982-09-28,27,2001,NA,NA,81,0.265,-0.408,-0.577,-1.062,0.043,-0.052,0.112,-0.459,-0.009,-0.28,-0.05,-0.096
Dustin Penner,DUSTIN.PENNER,8471208,11-12,L.A,R,L,1982-09-28,28,2001,NA,NA,65,-0.045,0.065,-1.547,0.224,-0.008,-0.013,-0.21,0.066,-0.021,-0.17,-0.03,-0.055
Dustin Penner,DUSTIN.PENNER,8471208,12-13,L.A,R,L,1982-09-28,29,2001,NA,NA,33,0.491,-0.106,0.138,-1.021,-0.034,-0.014,0.466,-0.107,-0.048,0.316,0.059,0.109
Dustin Penner,DUSTIN.PENNER,8471208,13-14,ANA/WSH,R,L,1982-09-28,30,2001,NA,NA,67,0.562,0.19,0.875,-0.071,0.044,-0.026,0.603,0.189,0.018,0.777,0.147,0.275
Duvie Westcott,DUVIE.WESTCOTT,8469442,07-08,CBJ,D,R,1977-10-30,29,1996,NA,NA,23,-0.418,0.245,1.384,0.374,-0.127,0.021,-0.021,0.251,-0.106,0.066,0.012,0.023
Dwight Helminen,DWIGHT.HELMINEN,8470131,08-09,CAR,C,L,1983-06-22,25,2002,8,244,23,0.089,-0.141,-0.214,-0.846,0.181,-0.111,0.084,-0.147,0.07,0.009,0.002,0.003
Dwight Helminen,DWIGHT.HELMINEN,8470131,09-10,S.J,C,L,1983-06-22,26,2002,8,244,3,0.197,-0.046,0.277,0,0.165,0.167,0.198,-0.046,0.332,0.483,0.087,0.168
Dwight King,DWIGHT.KING,8474100,10-11,L.A,L,L,1989-07-05,21,2007,4,109,6,-0.268,-0.409,-0.309,0,-0.003,0.165,-0.268,-0.409,0.162,-0.51,-0.091,-0.174
Dwight King,DWIGHT.KING,8474100,11-12,L.A,L,L,1989-07-05,22,2007,4,109,27,0.633,0.032,2.374,0.1,0.024,-0.137,0.843,0.032,-0.113,0.748,0.13,0.242
Dwight King,DWIGHT.KING,8474100,12-13,L.A,L,L,1989-07-05,23,2007,4,109,47,-0.225,0.163,-1.612,-1.484,0.095,-0.068,-0.263,0.16,0.028,-0.077,-0.014,-0.027
Dwight King,DWIGHT.KING,8474100,13-14,L.A,L,L,1989-07-05,24,2007,4,109,77,0.379,-0.069,-0.62,0.898,0.061,-0.042,0.343,0.018,0.019,0.344,0.065,0.122
Dwight King,DWIGHT.KING,8474100,14-15,L.A,L,L,1989-07-05,25,2007,4,109,81,-0.015,-0.222,-1.835,0.498,0.077,-0.07,-0.077,-0.176,0.006,-0.232,-0.044,-0.084
Dwight King,DWIGHT.KING,8474100,15-16,L.A,L,L,1989-07-05,26,2007,4,109,47,-0.135,-0.433,1.456,0.047,0.033,-0.131,-0.085,-0.389,-0.098,-0.546,-0.105,-0.202
Dwight King,DWIGHT.KING,8474100,16-17,L.A/MTL,L,L,1989-07-05,27,2007,4,109,80,0.057,-0.117,-1.688,0.883,0.088,-0.1,0.027,-0.02,-0.012,-0.008,-0.001,-0.003
Dylan Coghlan,DYLAN.COGHLAN,8479639,20-21,VGK,D,R,1998-02-19,22,2016,NA,NA,29,-0.436,-0.546,-0.284,0.59,0.099,-0.029,-0.43,-0.539,0.07,-0.87,-0.156,-0.291
Dylan Coghlan,DYLAN.COGHLAN,8479639,21-22,VGK,D,R,1998-02-19,23,2016,NA,NA,40,-0.202,0.093,1.747,0.347,-0.01,0.026,-0.063,0.1,0.016,0.047,0.008,0.016
Dylan Cozens,DYLAN.COZENS,8481528,20-21,BUF,C,R,2001-02-09,19,2019,1,7,41,0.432,-0.361,-1.1,-0.344,0.091,-0.013,0.252,-0.361,0.078,0.012,0.002,0.004
Dylan Cozens,DYLAN.COZENS,8481528,21-22,BUF,C,R,2001-02-09,20,2019,1,7,51,0.236,-0.16,0.335,-0.283,0.02,-0.045,0.248,-0.161,-0.025,0.076,0.014,0.026
Dylan Demelo,DYLAN.DEMELO,8476331,15-16,S.J,D,R,1993-05-01,22,2011,6,179,45,-0.378,0.26,1.157,0.491,-0.002,0.078,-0.252,0.263,0.076,0.068,0.013,0.025
Dylan Demelo,DYLAN.DEMELO,8476331,16-17,S.J,D,R,1993-05-01,23,2011,6,179,25,0.387,0.053,-1.984,0.229,-0.071,0.045,0.184,0.057,-0.026,0.204,0.038,0.074
Dylan Demelo,DYLAN.DEMELO,8476331,17-18,S.J,D,R,1993-05-01,24,2011,6,179,63,0.229,0.038,1.004,-0.284,-0.074,0.058,0.254,0.032,-0.015,0.262,0.051,0.098
Dylan Demelo,DYLAN.DEMELO,8476331,18-19,OTT,D,R,1993-05-01,25,2011,6,179,77,0.534,-0.087,-0.319,0.537,0.019,0.033,0.511,-0.031,0.052,0.481,0.09,0.169
Dylan Demelo,DYLAN.DEMELO,8476331,19-20,OTT/WPG,D,R,1993-05-01,26,2011,6,179,59,0.047,0.272,-0.41,0.124,-0.026,-0.006,0.027,0.255,-0.032,0.233,0.041,0.08
Dylan Demelo,DYLAN.DEMELO,8476331,20-21,WPG,D,R,1993-05-01,27,2011,6,179,52,0.222,0.365,0.082,0.76,-0.009,-0.033,0.222,0.425,-0.042,0.566,0.102,0.189
Dylan Demelo,DYLAN.DEMELO,8476331,21-22,WPG,D,R,1993-05-01,28,2011,6,179,47,-0.335,0.35,0.009,-0.19,0.016,0.007,-0.334,0.264,0.023,0.005,0.001,0.002
Dylan Gambrell,DYLAN.GAMBRELL,8479580,17-18,S.J,C,R,1996-08-26,21,2016,2,60,3,0.025,0.114,0,0,0.137,-0.129,0.025,0.114,0.008,0.147,0.029,0.055
Dylan Gambrell,DYLAN.GAMBRELL,8479580,18-19,S.J,C,R,1996-08-26,22,2016,2,60,8,-0.769,-0.41,0.332,0.068,-0.055,-0.124,-0.765,-0.391,-0.179,-1.294,-0.241,-0.454
