Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,xTake_GAR,xDraw_GAR,xOff_GAR,xDef_GAR,xPens_GAR,xGAR,xWAR,xSPAR
Andrei Markov,ANDREI.MARKOV,8467496,14-15,MTL,D,L,1978-12-20,35,1998,6,162,81,2.5,0.6,3,0.4,2,-1,5.5,1,0.9,7.4,1.4,2.7
Andrei Markov,ANDREI.MARKOV,8467496,15-16,MTL,D,L,1978-12-20,36,1998,6,162,82,-3.3,-1.9,3.9,-0.6,2,-0.3,0.6,-2.5,1.7,-0.2,0,-0.1
Andrei Markov,ANDREI.MARKOV,8467496,16-17,MTL,D,L,1978-12-20,37,1998,6,162,62,6.1,2.3,-0.2,-0.7,1.4,0.4,5.9,1.7,1.8,9.4,1.8,3.4
Andrei Mironov,ANDREI.MIRONOV,8478842,17-18,COL,D,L,1994-07-29,23,2015,4,101,10,-1,0,0,0.2,-0.8,-0.1,-1,0.2,-0.9,-1.7,-0.3,-0.6
Andrei Svechnikov,ANDREI.SVECHNIKOV,8480830,18-19,CAR,R,L,2000-03-26,18,2018,1,2,82,9.8,-1.2,-2.1,0,-2.5,-0.5,7.7,-1.2,-3,3.5,0.6,1.2
Andrei Svechnikov,ANDREI.SVECHNIKOV,8480830,19-20,CAR,R,L,2000-03-26,19,2018,1,2,68,10.8,0.5,2.9,0,-1.2,-0.3,13.7,0.5,-1.5,12.7,2.3,4.3
Andrei Svechnikov,ANDREI.SVECHNIKOV,8480830,20-21,CAR,R,L,2000-03-26,20,2018,1,2,55,3,-2.6,1.7,0,-1,0.7,4.8,-2.6,-0.3,1.9,0.3,0.6
Andrei Svechnikov,ANDREI.SVECHNIKOV,8480830,21-22,CAR,R,L,2000-03-26,21,2018,1,2,49,7.4,-4.7,0.7,0,-1.8,1,8.1,-4.7,-0.7,2.6,0.5,0.9
Andrei Zyuzin,ANDREI.ZYUZIN,8465250,07-08,CHI,D,L,1978-01-21,29,1996,1,2,32,-0.7,-1,0.1,-0.5,-1.9,-0.1,-0.6,-1.5,-2,-4,-0.7,-1.4
Andrej Meszaros,ANDREJ.MESZAROS,8471236,07-08,OTT,D,L,1985-10-13,21,2004,1,23,82,0,-0.8,3.7,-1.4,0.7,0.2,3.8,-2.3,0.9,2.4,0.4,0.8
Andrej Meszaros,ANDREJ.MESZAROS,8471236,08-09,T.B,D,L,1985-10-13,22,2004,1,23,52,-0.5,-2.8,-0.8,-1.1,0,0.4,-1.3,-3.9,0.4,-4.9,-0.9,-1.7
Andrej Meszaros,ANDREJ.MESZAROS,8471236,09-10,T.B,D,L,1985-10-13,23,2004,1,23,81,0.8,1.4,-0.9,0.9,-0.4,-1.1,-0.1,2.3,-1.5,0.7,0.1,0.2
Andrej Meszaros,ANDREJ.MESZAROS,8471236,10-11,PHI,D,L,1985-10-13,24,2004,1,23,81,7.7,-0.9,2.6,-1.2,1,-1.1,10.3,-2.1,-0.1,8,1.4,2.7
Andrej Meszaros,ANDREJ.MESZAROS,8471236,11-12,PHI,D,L,1985-10-13,25,2004,1,23,62,9.7,-1.3,0.9,-0.5,-0.3,0,10.6,-1.8,-0.3,8.5,1.5,2.7
Andrej Meszaros,ANDREJ.MESZAROS,8471236,12-13,PHI,D,L,1985-10-13,26,2004,1,23,11,-1.7,-1.4,0,-0.2,0.3,0,-1.7,-1.5,0.2,-3,-0.5,-1
Andrej Meszaros,ANDREJ.MESZAROS,8471236,13-14,BOS/PHI,D,L,1985-10-13,27,2004,1,23,52,4.2,-2,0.3,-0.2,-0.5,0.9,4.6,-2.3,0.4,2.8,0.5,1
Andrej Meszaros,ANDREJ.MESZAROS,8471236,14-15,BUF,D,L,1985-10-13,28,2004,1,23,60,7.7,-3.5,0.2,0.1,-1.4,-0.6,7.9,-3.4,-2,2.6,0.5,0.9
Andrej Nestrasil,ANDREJ.NESTRASIL,8475250,14-15,CAR/DET,C,L,1991-02-22,23,2009,3,75,54,2.3,1.6,0.5,0,1.1,-0.4,2.7,1.6,0.7,5,0.9,1.8
Andrej Nestrasil,ANDREJ.NESTRASIL,8475250,15-16,CAR,C,L,1991-02-22,24,2009,3,75,55,1.1,2.5,1.2,0,1.3,-0.7,2.3,2.5,0.6,5.3,1,2
Andrej Nestrasil,ANDREJ.NESTRASIL,8475250,16-17,CAR,C,L,1991-02-22,25,2009,3,75,19,-0.5,-0.1,-0.1,0,0.3,-0.4,-0.6,-0.1,-0.2,-0.8,-0.2,-0.3
Andrej Sekera,ANDREJ.SEKERA,8471284,07-08,BUF,D,L,1986-06-08,21,2004,3,71,36,-0.6,2.5,-0.2,0.7,0.8,-0.4,-0.8,3.2,0.5,2.9,0.5,1
Andrej Sekera,ANDREJ.SEKERA,8471284,08-09,BUF,D,L,1986-06-08,22,2004,3,71,69,0.2,2.6,0.4,-1.1,1.8,0.4,0.7,1.5,2.2,4.4,0.8,1.5
Andrej Sekera,ANDREJ.SEKERA,8471284,09-10,BUF,D,L,1986-06-08,23,2004,3,71,49,3.6,-1.1,0.1,0.3,1.7,0.5,3.7,-0.8,2.1,5.1,0.9,1.8
Andrej Sekera,ANDREJ.SEKERA,8471284,10-11,BUF,D,L,1986-06-08,24,2004,3,71,76,0.7,2.6,0.1,1.5,1.6,1,0.8,4.1,2.6,7.5,1.3,2.6
Andrej Sekera,ANDREJ.SEKERA,8471284,11-12,BUF,D,L,1986-06-08,25,2004,3,71,69,-0.2,7,0.6,1,1.3,1.3,0.4,8,2.5,11,1.9,3.5
Andrej Sekera,ANDREJ.SEKERA,8471284,12-13,BUF,D,L,1986-06-08,26,2004,3,71,37,1.2,-2.8,-0.3,0.5,1.5,-0.5,0.9,-2.3,1,-0.4,-0.1,-0.1
Andrej Sekera,ANDREJ.SEKERA,8471284,13-14,CAR,D,L,1986-06-08,27,2004,3,71,74,8.9,-2.6,3.9,0.4,1.9,-0.2,12.7,-2.2,1.7,12.2,2.3,4.3
Andrej Sekera,ANDREJ.SEKERA,8471284,14-15,CAR/L.A,D,L,1986-06-08,28,2004,3,71,73,1.6,1,-0.8,0.8,2.4,-0.3,0.8,1.8,2.1,4.7,0.9,1.7
Andrej Sekera,ANDREJ.SEKERA,8471284,15-16,EDM,D,L,1986-06-08,29,2004,3,71,81,3,3.5,0.7,0.3,2.9,-0.5,3.8,3.8,2.4,9.9,1.9,3.7
Andrej Sekera,ANDREJ.SEKERA,8471284,16-17,EDM,D,L,1986-06-08,30,2004,3,71,80,5.8,2.7,2,-0.4,2.3,-0.9,7.8,2.3,1.4,11.5,2.2,4.2
Andrej Sekera,ANDREJ.SEKERA,8471284,17-18,EDM,D,L,1986-06-08,31,2004,3,71,36,-2.7,-1.7,-0.3,0.7,0.8,-0.4,-3,-1,0.4,-3.7,-0.7,-1.4
Andrej Sekera,ANDREJ.SEKERA,8471284,18-19,EDM,D,L,1986-06-08,32,2004,3,71,24,-1.2,0.7,-0.1,0.2,0.3,-0.4,-1.3,0.9,0,-0.4,-0.1,-0.1
Andrej Sekera,ANDREJ.SEKERA,8471284,19-20,DAL,D,L,1986-06-08,33,2004,3,71,57,-0.9,3.2,0,0.7,0.8,0.1,-0.9,3.9,0.9,3.9,0.7,1.3
Andrej Sekera,ANDREJ.SEKERA,8471284,20-21,DAL,D,L,1986-06-08,34,2004,3,71,46,-0.2,1.2,0,-0.8,1.1,-0.5,-0.2,0.5,0.6,0.8,0.1,0.3
Andrej Sekera,ANDREJ.SEKERA,8471284,21-22,DAL,D,L,1986-06-08,35,2004,3,71,24,-1,-1,0,-0.4,-0.2,0,-1,-1.4,-0.2,-2.5,-0.4,-0.8
Andrej Sustr,ANDREJ.SUSTR,8477205,12-13,T.B,D,R,1990-11-29,21,2009,NA,NA,2,0,0,0,0,0.1,0,0,0,0,0.1,0,0
Andrej Sustr,ANDREJ.SUSTR,8477205,13-14,T.B,D,R,1990-11-29,22,2009,NA,NA,43,0.2,0.9,0,0.9,0.3,-0.6,0.2,1.8,-0.3,1.7,0.3,0.6
Andrej Sustr,ANDREJ.SUSTR,8477205,14-15,T.B,D,R,1990-11-29,23,2009,NA,NA,72,-6.4,3,0,1.1,0.1,-0.7,-6.4,4.1,-0.6,-3,-0.6,-1.1
Andrej Sustr,ANDREJ.SUSTR,8477205,15-16,T.B,D,R,1990-11-29,24,2009,NA,NA,77,1.2,-0.1,0,0.5,-0.1,-0.8,1.2,0.4,-0.9,0.7,0.1,0.3
Andrej Sustr,ANDREJ.SUSTR,8477205,16-17,T.B,D,R,1990-11-29,25,2009,NA,NA,80,-0.2,1.1,0,-0.2,-0.4,-1.2,-0.2,1,-1.6,-0.8,-0.2,-0.3
Andrej Sustr,ANDREJ.SUSTR,8477205,17-18,T.B,D,R,1990-11-29,26,2009,NA,NA,44,0.2,0,0,0.4,-0.2,-0.6,0.2,0.4,-0.8,-0.1,0,-0.1
Andrej Sustr,ANDREJ.SUSTR,8477205,18-19,ANA,D,R,1990-11-29,27,2009,NA,NA,5,-0.4,-0.3,0,0,-0.4,-0.1,-0.4,-0.3,-0.5,-1.2,-0.2,-0.4
Andrej Sustr,ANDREJ.SUSTR,8477205,21-22,T.B,D,R,1990-11-29,30,2009,NA,NA,13,-0.2,-1.4,0,0,-0.3,-0.1,-0.2,-1.3,-0.4,-2,-0.4,-0.7
Andrew Agozzino,ANDREW.AGOZZINO,8475461,14-15,COL,L,L,1991-01-03,23,2009,NA,NA,1,0.1,0,0,0,0,0,0.1,0,0,0,0,0
Andrew Agozzino,ANDREW.AGOZZINO,8475461,15-16,COL,L,L,1991-01-03,24,2009,NA,NA,9,0.1,0.3,0,0,0.2,-0.2,0.1,0.3,0,0.5,0.1,0.2
Andrew Agozzino,ANDREW.AGOZZINO,8475461,18-19,COL,L,L,1991-01-03,27,2009,NA,NA,11,0.5,0.2,0,0,0.2,-0.2,0.5,0.2,0,0.7,0.1,0.3
Andrew Agozzino,ANDREW.AGOZZINO,8475461,19-20,ANA/PIT,L,L,1991-01-03,28,2009,NA,NA,22,-0.2,1.6,-0.1,0,0,0.2,-0.3,1.6,0.2,1.5,0.3,0.5
Andrew Agozzino,ANDREW.AGOZZINO,8475461,20-21,ANA,L,L,1991-01-03,29,2009,NA,NA,3,0.2,0.2,0,0,0.1,-0.1,0.2,0.2,0,0.4,0.1,0.1
Andrew Agozzino,ANDREW.AGOZZINO,8475461,21-22,OTT,L,L,1991-01-03,30,2009,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Alberts,ANDREW.ALBERTS,8469626,07-08,BOS,D,L,1981-06-30,26,2001,6,179,35,-2.9,1.4,0,-1.5,-1,0,-2.9,-0.1,-1,-4,-0.7,-1.4
Andrew Alberts,ANDREW.ALBERTS,8469626,08-09,PHI,D,L,1981-06-30,27,2001,6,179,79,1.2,1.1,0.1,-0.2,-0.4,0.2,1.3,0.9,-0.2,2,0.4,0.7
Andrew Alberts,ANDREW.ALBERTS,8469626,09-10,CAR/VAN,D,L,1981-06-30,28,2001,6,179,75,2.8,0.4,0,-0.2,-2.1,0,2.8,0.2,-2.2,0.8,0.2,0.3
Andrew Alberts,ANDREW.ALBERTS,8469626,10-11,VAN,D,L,1981-06-30,29,2001,6,179,42,-2.2,1.2,0,0.7,-1.5,0.4,-2.3,1.9,-1,-1.4,-0.2,-0.5
Andrew Alberts,ANDREW.ALBERTS,8469626,11-12,VAN,D,L,1981-06-30,30,2001,6,179,44,-0.4,0.3,0,0.9,-0.4,0.2,-0.4,1.2,-0.1,0.7,0.1,0.2
Andrew Alberts,ANDREW.ALBERTS,8469626,12-13,VAN,D,L,1981-06-30,31,2001,6,179,24,-2.1,0.4,0,0.1,0.2,0,-2.1,0.5,0.2,-1.5,-0.3,-0.5
Andrew Alberts,ANDREW.ALBERTS,8469626,13-14,VAN,D,L,1981-06-30,32,2001,6,179,10,-0.8,-0.1,0,0.1,0.2,0.3,-0.8,0,0.5,-0.4,-0.1,-0.1
Andrew Bodnarchuk,ANDREW.BODNARCHUK,8473550,09-10,BOS,D,L,1988-07-11,21,2006,5,128,5,0,0,0,0,-0.1,0,0,0,-0.1,-0.2,0,-0.1
Andrew Bodnarchuk,ANDREW.BODNARCHUK,8473550,15-16,CBJ/COL,D,L,1988-07-11,27,2006,5,128,37,-0.2,-3.1,0,-0.1,-0.1,-0.1,-0.2,-3.2,-0.3,-3.6,-0.7,-1.3
Andrew Brunette,ANDREW.BRUNETTE,8459596,07-08,COL,L,L,1973-08-24,34,1993,7,174,82,5.8,-2.2,2.5,0,2.6,-0.3,8.3,-2.2,2.4,8.5,1.5,3
Andrew Brunette,ANDREW.BRUNETTE,8459596,08-09,MIN,L,L,1973-08-24,35,1993,7,174,80,7.5,1,5,0,2.5,-1,12.5,1,1.5,15,2.7,5.2
Andrew Brunette,ANDREW.BRUNETTE,8459596,09-10,MIN,L,L,1973-08-24,36,1993,7,174,82,6.5,0.5,6.9,0,2.7,-0.6,13.4,0.5,2.1,16,2.9,5.6
Andrew Brunette,ANDREW.BRUNETTE,8459596,10-11,MIN,L,L,1973-08-24,37,1993,7,174,82,2.3,-1.1,3.6,0,2.5,-0.3,6,-1.1,2.2,7.1,1.3,2.4
Andrew Brunette,ANDREW.BRUNETTE,8459596,11-12,CHI,L,L,1973-08-24,38,1993,7,174,78,2.3,-3.3,1.1,0,2.4,-1,3.5,-3.3,1.3,1.5,0.3,0.5
Andrew Campbell,ANDREW.CAMPBELL,8474638,13-14,L.A,D,L,1988-02-04,25,2008,3,74,3,-0.1,-0.2,0,0,0.1,0.2,-0.1,-0.2,0.3,0,0,0
Andrew Campbell,ANDREW.CAMPBELL,8474638,14-15,ARI,D,L,1988-02-04,26,2008,3,74,33,0.1,-0.5,0,0.3,0.3,-0.1,0.1,-0.2,0.3,0.2,0,0.1
Andrew Campbell,ANDREW.CAMPBELL,8474638,15-16,TOR,D,L,1988-02-04,27,2008,3,74,6,0.3,-0.2,0,0,0,0.1,0.3,-0.2,0.1,0.2,0,0.1
Andrew Cogliano,ANDREW.COGLIANO,8471699,07-08,EDM,C,L,1987-06-14,20,2005,1,25,82,6.9,-5.4,-0.6,-0.9,1.4,0.7,6.2,-6.3,2,2,0.4,0.7
Andrew Cogliano,ANDREW.COGLIANO,8471699,08-09,EDM,C,L,1987-06-14,21,2005,1,25,82,8,-1.2,1.5,0.5,2,0.2,9.4,-0.8,2.2,10.9,2,3.8
Andrew Cogliano,ANDREW.COGLIANO,8471699,09-10,EDM,C,L,1987-06-14,22,2005,1,25,82,1.3,-3.6,-0.5,-0.9,1,0.1,0.8,-4.5,1.2,-2.5,-0.5,-0.9
Andrew Cogliano,ANDREW.COGLIANO,8471699,10-11,EDM,C,L,1987-06-14,23,2005,1,25,82,4.1,-1.1,0,-0.2,0.8,-1,4.2,-1.3,-0.2,2.7,0.5,0.9
Andrew Cogliano,ANDREW.COGLIANO,8471699,11-12,ANA,C,L,1987-06-14,24,2005,1,25,82,4.5,-0.9,0.4,0.7,2.1,-0.2,4.8,-0.2,1.9,6.5,1.1,2.1
Andrew Cogliano,ANDREW.COGLIANO,8471699,12-13,ANA,C,L,1987-06-14,25,2005,1,25,48,5.9,2.1,-0.1,0,1.3,1.1,5.9,2.1,2.4,10.4,1.9,3.6
Andrew Cogliano,ANDREW.COGLIANO,8471699,13-14,ANA,C,L,1987-06-14,26,2005,1,25,82,4.7,1.2,-0.3,1.7,1.3,-0.2,4.4,2.8,1.1,8.3,1.6,3
Andrew Cogliano,ANDREW.COGLIANO,8471699,14-15,ANA,C,L,1987-06-14,27,2005,1,25,82,3.7,2.5,0,2.3,1.4,1.1,3.7,4.8,2.5,11,2.1,4
Andrew Cogliano,ANDREW.COGLIANO,8471699,15-16,ANA,C,L,1987-06-14,28,2005,1,25,82,0.6,0.9,0,1.1,0.1,-0.3,0.5,2,-0.2,2.3,0.4,0.9
Andrew Cogliano,ANDREW.COGLIANO,8471699,16-17,ANA,C,L,1987-06-14,29,2005,1,25,82,7.7,-0.3,0,0.1,0.3,-0.1,7.7,-0.2,0.2,7.7,1.5,2.8
Andrew Cogliano,ANDREW.COGLIANO,8471699,17-18,ANA,C,L,1987-06-14,30,2005,1,25,80,-1.6,-0.3,-0.1,0.6,-0.2,-1,-1.7,0.3,-1.2,-2.6,-0.5,-1
Andrew Cogliano,ANDREW.COGLIANO,8471699,18-19,ANA/DAL,C,L,1987-06-14,31,2005,1,25,78,0.3,4.7,0.1,0.3,0.2,0.8,0.4,5,1,6.4,1.2,2.2
Andrew Cogliano,ANDREW.COGLIANO,8471699,19-20,DAL,C,L,1987-06-14,32,2005,1,25,68,-1,2.8,0,0.3,-0.6,0,-1,3.2,-0.7,1.5,0.3,0.5
Andrew Cogliano,ANDREW.COGLIANO,8471699,20-21,DAL,C,L,1987-06-14,33,2005,1,25,54,-0.3,3.1,-0.1,1.9,0.5,0.5,-0.3,5,1,5.7,1,1.9
Andrew Cogliano,ANDREW.COGLIANO,8471699,21-22,S.J,C,L,1987-06-14,34,2005,1,25,47,-2.1,-0.5,0,0.5,0.7,-0.4,-2.1,0,0.3,-1.8,-0.3,-0.6
Andrew Copp,ANDREW.COPP,8477429,14-15,WPG,C,L,1994-07-08,20,2013,4,104,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Copp,ANDREW.COPP,8477429,15-16,WPG,C,L,1994-07-08,21,2013,4,104,77,3.3,1.4,0,0.4,0.9,-0.2,3.3,1.9,0.7,5.9,1.1,2.2
Andrew Copp,ANDREW.COPP,8477429,16-17,WPG,C,L,1994-07-08,22,2013,4,104,64,4.1,3.6,0,0.5,0.3,-0.9,4.1,4.1,-0.6,7.6,1.4,2.8
Andrew Copp,ANDREW.COPP,8477429,17-18,WPG,C,L,1994-07-08,23,2013,4,104,82,0.1,2.7,-0.1,-0.4,1.3,-0.9,0.1,2.3,0.4,2.8,0.5,1
Andrew Copp,ANDREW.COPP,8477429,18-19,WPG,C,L,1994-07-08,24,2013,4,104,69,4.6,2.5,0,-0.3,1.3,-0.4,4.5,2.1,0.9,7.6,1.4,2.7
Andrew Copp,ANDREW.COPP,8477429,19-20,WPG,C,L,1994-07-08,25,2013,4,104,63,3.7,2.2,-0.5,3.4,1.7,0.7,3.2,5.6,2.4,11.1,2,3.8
Andrew Copp,ANDREW.COPP,8477429,20-21,WPG,C,L,1994-07-08,26,2013,4,104,55,0.9,-2.2,4,1.3,0.8,0.3,5,-0.9,1.1,5.2,0.9,1.7
Andrew Copp,ANDREW.COPP,8477429,21-22,WPG,C,L,1994-07-08,27,2013,4,104,47,4.5,-1.2,0.3,0.4,1.4,-0.7,4.8,-0.8,0.7,4.6,0.8,1.6
Andrew Crescenzi,ANDREW.CRESCENZI,8476020,17-18,L.A,C,L,1992-07-29,25,2010,NA,NA,2,0,0,0,0,-0.2,0,0,0,-0.2,-0.3,-0.1,-0.1
Andrew Desjardins,ANDREW.DESJARDINS,8471956,10-11,S.J,C,L,1986-07-27,24,2004,NA,NA,17,0.7,0.3,0,0,-0.1,-0.3,0.7,0.3,-0.4,0.6,0.1,0.2
Andrew Desjardins,ANDREW.DESJARDINS,8471956,11-12,S.J,C,L,1986-07-27,25,2004,NA,NA,76,2.4,0.4,0,0.2,-0.3,-0.2,2.4,0.6,-0.5,2.5,0.4,0.8
Andrew Desjardins,ANDREW.DESJARDINS,8471956,12-13,S.J,C,L,1986-07-27,26,2004,NA,NA,42,-1.1,1.1,0,0.9,0.2,0.6,-1.1,2,0.7,1.7,0.3,0.6
Andrew Desjardins,ANDREW.DESJARDINS,8471956,13-14,S.J,C,L,1986-07-27,27,2004,NA,NA,81,-4,0.7,0,1.3,0.5,0.4,-4,2,0.9,-1,-0.2,-0.4
Andrew Desjardins,ANDREW.DESJARDINS,8471956,14-15,CHI/S.J,C,L,1986-07-27,28,2004,NA,NA,69,0.4,1,0,-0.4,-0.4,-1.1,0.4,0.6,-1.4,-0.4,-0.1,-0.2
Andrew Desjardins,ANDREW.DESJARDINS,8471956,15-16,CHI,C,L,1986-07-27,29,2004,NA,NA,77,-0.2,2.7,0.1,-1,1.4,-0.5,-0.2,1.7,0.9,2.5,0.5,0.9
Andrew Desjardins,ANDREW.DESJARDINS,8471956,16-17,CHI,C,L,1986-07-27,30,2004,NA,NA,46,-1,-1.2,0,-0.2,0.1,0.5,-1,-1.4,0.6,-1.8,-0.3,-0.7
Andrew Ebbett,ANDREW.EBBETT,8473682,07-08,ANA,C,L,1983-01-02,24,2001,NA,NA,3,-0.1,0.1,-0.1,0,-0.1,0.1,-0.2,0.1,0,0,0,0
Andrew Ebbett,ANDREW.EBBETT,8473682,08-09,ANA,C,L,1983-01-02,25,2001,NA,NA,48,-0.2,2,3.4,0,1,-0.4,3.2,2.1,0.6,5.8,1.1,2
Andrew Ebbett,ANDREW.EBBETT,8473682,09-10,ANA/CHI/MIN,C,L,1983-01-02,26,2001,NA,NA,61,2.8,-1.6,0.4,0.1,1.7,0.1,3.2,-1.4,1.9,3.6,0.7,1.3
Andrew Ebbett,ANDREW.EBBETT,8473682,10-11,ARI,C,L,1983-01-02,27,2001,NA,NA,33,0.1,-0.3,0,-0.8,0.6,-0.1,0.1,-1,0.4,-0.5,-0.1,-0.2
Andrew Ebbett,ANDREW.EBBETT,8473682,11-12,VAN,C,L,1983-01-02,28,2001,NA,NA,18,3.3,0.2,0.2,0,-0.1,0,3.5,0.3,-0.1,3.7,0.6,1.2
Andrew Ebbett,ANDREW.EBBETT,8473682,12-13,VAN,C,L,1983-01-02,29,2001,NA,NA,28,-0.4,-1.8,0.1,-0.8,0.5,-0.4,-0.3,-2.5,0.1,-2.7,-0.5,-0.9
Andrew Ebbett,ANDREW.EBBETT,8473682,13-14,PIT,C,L,1983-01-02,30,2001,NA,NA,9,-0.5,-0.1,0,-0.1,0.2,0,-0.5,-0.1,0.2,-0.5,-0.1,-0.2
Andrew Ebbett,ANDREW.EBBETT,8473682,14-15,PIT,C,L,1983-01-02,31,2001,NA,NA,24,-0.4,0,0,-0.7,0.3,-0.5,-0.4,-0.8,-0.1,-1.2,-0.2,-0.4
Andrew Ference,ANDREW.FERENCE,8466333,07-08,BOS,D,L,1979-03-17,28,1997,8,208,59,-2.5,-1.9,-0.8,-2.3,1,0.1,-3.3,-4.2,1.1,-6.3,-1.1,-2.2
Andrew Ference,ANDREW.FERENCE,8466333,08-09,BOS,D,L,1979-03-17,29,1997,8,208,47,-1.7,0.8,0,-2.1,0.6,0.7,-1.7,-1.3,1.3,-1.7,-0.3,-0.6
Andrew Ference,ANDREW.FERENCE,8466333,09-10,BOS,D,L,1979-03-17,30,1997,8,208,51,-2.9,2,-0.4,0.1,1.7,0.4,-3.4,2.1,2.1,0.9,0.2,0.3
Andrew Ference,ANDREW.FERENCE,8466333,10-11,BOS,D,L,1979-03-17,31,1997,8,208,70,0.5,1,0.1,0.7,1.5,0.3,0.6,1.7,1.8,4.1,0.7,1.4
Andrew Ference,ANDREW.FERENCE,8466333,11-12,BOS,D,L,1979-03-17,32,1997,8,208,72,-1.2,-2.6,-0.3,0.9,0.9,0.4,-1.5,-1.8,1.3,-2,-0.3,-0.6
Andrew Ference,ANDREW.FERENCE,8466333,12-13,BOS,D,L,1979-03-17,33,1997,8,208,48,1.3,1,0,0.5,-0.3,-0.3,1.2,1.5,-0.6,2.2,0.4,0.7
Andrew Ference,ANDREW.FERENCE,8466333,13-14,EDM,D,L,1979-03-17,34,1997,8,208,71,-1.5,-5,-0.2,-1.3,-0.8,-0.2,-1.7,-6.3,-1.1,-9,-1.7,-3.2
Andrew Ference,ANDREW.FERENCE,8466333,14-15,EDM,D,L,1979-03-17,35,1997,8,208,70,-0.2,-4.8,0,-0.3,0,0.1,-0.3,-5,0,-5.3,-1,-1.9
Andrew Ference,ANDREW.FERENCE,8466333,15-16,EDM,D,L,1979-03-17,36,1997,8,208,6,-0.1,-0.4,0,0.1,-0.4,-0.1,-0.1,-0.3,-0.5,-0.8,-0.2,-0.3
Andrew Gordon,ANDREW.GORDON,8471409,08-09,WSH,R,R,1985-12-13,22,2004,7,197,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Gordon,ANDREW.GORDON,8471409,09-10,WSH,R,R,1985-12-13,23,2004,7,197,2,0.1,0,0,0,0,0,0.1,0,0,0,0,0
Andrew Gordon,ANDREW.GORDON,8471409,10-11,WSH,R,R,1985-12-13,24,2004,7,197,9,0.2,0.9,0.1,0,0.2,0,0.3,0.9,0.2,1.3,0.2,0.4
Andrew Gordon,ANDREW.GORDON,8471409,11-12,ANA,R,R,1985-12-13,25,2004,7,197,37,-0.5,-1.1,0,0.1,0.5,0.3,-0.5,-0.9,0.8,-0.6,-0.1,-0.2
Andrew Gordon,ANDREW.GORDON,8471409,12-13,VAN,R,R,1985-12-13,26,2004,7,197,6,0,-0.1,0,0,0.1,0.1,0,-0.1,0.2,0.1,0,0
Andrew Hutchinson,ANDREW.HUTCHINSON,8467927,08-09,DAL/T.B,D,R,1980-03-24,28,1999,2,54,40,0.1,0.3,-0.2,-0.5,0.4,-0.6,-0.1,-0.2,-0.2,-0.5,-0.1,-0.2
Andrew Hutchinson,ANDREW.HUTCHINSON,8467927,10-11,PIT,D,R,1980-03-24,30,1999,2,54,5,-0.2,0.8,0,0,-0.4,-0.1,-0.2,0.8,-0.4,0.2,0,0.1
Andrew Joudrey,ANDREW.JOUDREY,8470838,11-12,CBJ,C,L,1984-07-15,27,2003,8,249,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Ladd,ANDREW.LADD,8471217,07-08,CAR/CHI,L,L,1985-12-12,21,2004,1,4,63,5.8,-1.9,0,0,0.8,-1.4,5.8,-1.9,-0.5,3.3,0.6,1.2
Andrew Ladd,ANDREW.LADD,8471217,08-09,CHI,L,L,1985-12-12,22,2004,1,4,82,6.3,2.9,-0.8,0.7,1.1,0.3,5.5,3.6,1.4,10.5,1.9,3.7
Andrew Ladd,ANDREW.LADD,8471217,09-10,CHI,L,L,1985-12-12,23,2004,1,4,82,8.3,-0.1,-0.4,0.1,0.2,-0.2,8,0,0,8,1.4,2.8
Andrew Ladd,ANDREW.LADD,8471217,10-11,ATL,L,L,1985-12-12,24,2004,1,4,81,9.5,-1.1,4.1,-0.8,1.2,-1.5,13.5,-1.9,-0.4,11.3,2,3.9
Andrew Ladd,ANDREW.LADD,8471217,11-12,WPG,L,L,1985-12-12,25,2004,1,4,82,12.4,-1.8,-0.1,1.2,-0.3,-0.3,12.3,-0.6,-0.7,11,1.9,3.6
Andrew Ladd,ANDREW.LADD,8471217,12-13,WPG,L,L,1985-12-12,26,2004,1,4,48,9.8,-0.5,0.3,0.1,1.2,-0.9,10,-0.4,0.3,9.9,1.8,3.4
Andrew Ladd,ANDREW.LADD,8471217,13-14,WPG,L,L,1985-12-12,27,2004,1,4,78,10.4,-0.6,1.2,-0.6,0.5,-0.5,11.5,-1.1,0,10.4,2,3.7
Andrew Ladd,ANDREW.LADD,8471217,14-15,WPG,L,L,1985-12-12,28,2004,1,4,81,4.7,-0.6,4.1,0.2,-1,-2.7,8.8,-0.4,-3.7,4.7,0.9,1.7
Andrew Ladd,ANDREW.LADD,8471217,15-16,CHI/WPG,L,L,1985-12-12,29,2004,1,4,78,2.6,-3,4.5,-1.3,1.4,-1,7.2,-4.3,0.3,3.2,0.6,1.2
Andrew Ladd,ANDREW.LADD,8471217,16-17,NYI,L,L,1985-12-12,30,2004,1,4,78,7.2,0.1,0.1,0.1,-0.3,-1,7.3,0.2,-1.3,6.2,1.2,2.2
