"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","TOI_EV","TOI_PP","TOI_SH","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Anton Stralman","ANTON.STRALMAN","8471873","10-11","CBJ","D","R",1986-08-01,24,2005,7,216,51,1006.5,828.5,150.3,16.5,-1.9,-0.6,1.9,0.1,0.5,1.1,0,-0.6,1.6,1,0.2,0.4
"Anton Stralman","ANTON.STRALMAN","8471873","11-12","NYR","D","R",1986-08-01,25,2005,7,216,53,906.3,802.2,64.2,31.6,1.8,1.4,0.4,0.4,0.4,-0.5,2.2,1.8,0,4,0.7,1.3
"Anton Stralman","ANTON.STRALMAN","8471873","12-13","NYR","D","R",1986-08-01,26,2005,7,216,48,866.3,765.8,51.6,45.7,8.1,0.7,-1.4,1.2,0.5,0,6.7,1.9,0.6,9.2,1.7,3.2
"Anton Stralman","ANTON.STRALMAN","8471873","13-14","NYR","D","R",1986-08-01,27,2005,7,216,81,1572.3,1405.2,22.5,131.4,2.8,8.1,-0.5,0.4,1.2,0.3,2.3,8.5,1.6,12.3,2.3,4.4
"Anton Stralman","ANTON.STRALMAN","8471873","14-15","T.B","D","R",1986-08-01,28,2005,7,216,82,1799.6,1337.2,204,204.3,11.6,1.2,1.4,1.6,1.5,0.5,13,2.8,2,17.9,3.4,6.5
"Anton Stralman","ANTON.STRALMAN","8471873","15-16","T.B","D","R",1986-08-01,29,2005,7,216,73,1611.7,1200.6,208.7,151.7,-2.5,7,1,0.6,1.7,-0.4,-1.5,7.6,1.3,7.3,1.4,2.7
"Anton Stralman","ANTON.STRALMAN","8471873","16-17","T.B","D","R",1986-08-01,30,2005,7,216,73,1671.7,1315.8,120.4,190.3,1.6,2.5,-1.3,1.9,1.9,-0.1,0.3,4.4,1.8,6.5,1.2,2.4
"Anton Stralman","ANTON.STRALMAN","8471873","17-18","T.B","D","R",1986-08-01,31,2005,7,216,80,1719,1437.7,29.3,214.7,10.1,0.8,-1.9,-0.9,1.9,0.1,8.1,-0.1,2.1,10.1,2,3.8
"Anton Stralman","ANTON.STRALMAN","8471873","18-19","T.B","D","R",1986-08-01,32,2005,7,216,47,964.6,813.3,3.6,134.9,1.1,-0.6,0.1,0.9,1.3,-0.5,1.2,0.3,0.8,2.3,0.4,0.8
"Anton Stralman","ANTON.STRALMAN","8471873","19-20","FLA","D","R",1986-08-01,33,2005,7,216,69,1453.5,1249.7,9.1,171.1,2.8,-2.4,-0.1,0.5,2,-0.7,2.7,-1.9,1.3,2,0.4,0.7
"Anton Stralman","ANTON.STRALMAN","8471873","20-21","FLA","D","R",1986-08-01,34,2005,7,216,38,720.1,618.5,27.1,60.6,-0.8,-2.1,0.1,-1.1,0.8,0.1,-0.8,-3.2,0.9,-3.1,-0.6,-1
"Anton Stralman","ANTON.STRALMAN","8471873","21-22","ARI","D","R",1986-08-01,35,2005,7,216,45,921.4,782.2,9.2,116.3,-1.2,-0.5,0,-1.5,1.1,-0.4,-1.2,-2,0.7,-2.5,-0.4,-0.8
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","07-08","OTT","D","L",1982-02-25,25,2000,1,21,67,1374.2,1066.6,7,280.6,-3.2,-0.9,0.1,-4.7,0.5,1.1,-3.1,-5.6,1.6,-7.1,-1.3,-2.5
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","08-09","OTT","D","L",1982-02-25,26,2000,1,21,68,1369.6,1118.4,6.2,235.2,-7.9,5.1,0.1,2.5,0.5,-0.6,-7.8,7.7,0,-0.2,0,-0.1
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","09-10","OTT","D","L",1982-02-25,27,2000,1,21,64,1324.2,1075,6.3,226.5,3.2,0.6,0.1,1.9,0,1,3.2,2.5,0.9,6.6,1.2,2.3
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","10-11","N.J","D","L",1982-02-25,28,2000,1,21,57,1032,900.5,2,121.6,3,4,0,0,-1.2,0.2,3,4,-1,6,1.1,2.1
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","11-12","N.J","D","L",1982-02-25,29,2000,1,21,72,1294.5,1061.4,2,221.5,-0.9,4.7,0,-0.8,-0.2,0.7,-0.9,3.9,0.6,3.6,0.6,1.2
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","12-13","N.J","D","L",1982-02-25,30,2000,1,21,37,594,478.4,1.6,108.4,-1.1,-1.1,0,-0.4,-1.1,0.2,-1.1,-1.4,-0.9,-3.4,-0.6,-1.2
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","13-14","N.J","D","L",1982-02-25,31,2000,1,21,56,939.9,714.2,3.2,206.8,0.8,3.1,0,1.6,0.1,0.8,0.8,4.7,0.9,6.3,1.2,2.3
"Anton Volchenkov","ANTON.VOLCHENKOV","8468501","14-15","NSH","D","L",1982-02-25,32,2000,1,21,46,606.2,551.5,1.2,50.3,2.7,0.5,0,1,0.1,-0.1,2.7,1.5,0,4.2,0.8,1.5
"Anton Wedin","ANTON.WEDIN","8481637","19-20","CHI","L","L",1993-03-01,26,2011,NA,NA,4,36.3,35.9,0,0.4,0,0.2,0,0,-0.3,-0.1,0,0.2,-0.3,-0.2,0,-0.1
"Antti Miettinen","ANTTI.MIETTINEN","8468704","07-08","DAL","R","R",1980-07-03,27,2000,7,224,69,965.4,773,178.1,4.1,4.1,-2.2,-0.1,0,-0.1,-0.5,4,-2.2,-0.6,1.2,0.2,0.4
"Antti Miettinen","ANTTI.MIETTINEN","8468704","08-09","MIN","R","R",1980-07-03,28,2000,7,224,82,1498.1,1077.1,199.5,192.1,0.2,-0.2,-1.4,1.2,1.9,-3.1,-1.2,1,-1.2,-1.4,-0.2,-0.5
"Antti Miettinen","ANTTI.MIETTINEN","8468704","09-10","MIN","R","R",1980-07-03,29,2000,7,224,79,1425.7,1046.4,212.8,128.9,6.7,0.6,2.3,0.5,-0.3,-2,9,1.1,-2.3,7.8,1.4,2.7
"Antti Miettinen","ANTTI.MIETTINEN","8468704","10-11","MIN","R","R",1980-07-03,30,2000,7,224,73,1242.9,931.4,200.3,89.9,0.4,2.9,2.9,-1.9,0,-1.5,3.3,1,-1.5,2.8,0.5,1
"Antti Miettinen","ANTTI.MIETTINEN","8468704","11-12","WPG","R","R",1980-07-03,31,2000,7,224,45,526.8,446.4,37.4,40.8,-1.3,-3,1.2,-0.3,1.4,-0.9,-0.1,-3.2,0.5,-2.9,-0.5,-0.9
"Antti Miettinen","ANTTI.MIETTINEN","8468704","12-13","WPG","R","R",1980-07-03,32,2000,7,224,22,278.3,264.8,2,9,1.9,-1.6,0,0,0.5,-0.6,1.9,-1.7,-0.1,0.1,0,0
"Antti Pihlstrom","ANTTI.PIHLSTROM","8473973","07-08","NSH","L","L",1984-10-22,22,2003,NA,NA,1,9.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antti Pihlstrom","ANTTI.PIHLSTROM","8473973","08-09","NSH","L","L",1984-10-22,23,2003,NA,NA,53,606.8,569.6,14.2,18.1,-2.7,4.3,0,0.1,0.8,-0.2,-2.7,4.4,0.5,2.2,0.4,0.8
"Antti Suomela","ANTTI.SUOMELA","8480965","18-19","S.J","C","L",1994-03-17,24,2012,NA,NA,27,305.6,301.5,1.3,2.2,-3,-1.2,0,0,0.3,-0.4,-3,-1.2,-0.1,-4.3,-0.8,-1.5
"Antti Suomela","ANTTI.SUOMELA","8480965","19-20","S.J","C","L",1994-03-17,25,2012,NA,NA,20,193.8,186.7,0.3,5.7,2.9,0.3,0,0,0.1,0,2.9,0.3,0.1,3.2,0.6,1.1
"Antti Suomela","ANTTI.SUOMELA","8480965","20-21","S.J","C","L",1994-03-17,26,2012,NA,NA,4,44.5,37.2,0.2,6.9,-0.4,0.6,0,0,0.1,-0.1,-0.4,0.6,0,0.2,0,0.1
"Anze Kopitar","ANZE.KOPITAR","8471685","07-08","L.A","C","L",1987-08-24,20,2005,1,11,82,1696.8,1240.1,327.6,93.4,5.1,-2,5.5,0.1,2.9,3.4,10.5,-1.9,6.3,14.9,2.7,5.2
"Anze Kopitar","ANZE.KOPITAR","8471685","08-09","L.A","C","L",1987-08-24,21,2005,1,11,82,1677,1212.7,302.1,120.2,8.4,2.6,0.6,1.3,3.2,0.1,9,3.9,3.2,16.1,2.9,5.6
"Anze Kopitar","ANZE.KOPITAR","8471685","09-10","L.A","C","L",1987-08-24,22,2005,1,11,82,1786.1,1306.9,312.7,128.2,3.6,0.3,5.3,-1.6,3.4,-0.9,8.9,-1.3,2.5,10,1.8,3.5
"Anze Kopitar","ANZE.KOPITAR","8471685","10-11","L.A","C","L",1987-08-24,23,2005,1,11,75,1619,1162.9,269.5,152.8,15.3,2.2,0.2,1.1,2.8,1.2,15.4,3.3,4,22.7,4.1,7.8
"Anze Kopitar","ANZE.KOPITAR","8471685","11-12","L.A","C","L",1987-08-24,24,2005,1,11,82,1749.8,1251,272.3,181.7,9,2.7,3.7,0.3,2.6,0.4,12.7,3,3,18.7,3.3,6
"Anze Kopitar","ANZE.KOPITAR","8471685","12-13","L.A","C","L",1987-08-24,25,2005,1,11,47,962.5,742.3,129.2,69.8,6,1.9,3.6,-0.4,0.7,0.4,9.6,1.6,1.1,12.2,2.3,4.2
"Anze Kopitar","ANZE.KOPITAR","8471685","13-14","L.A","C","L",1987-08-24,26,2005,1,11,82,1713.2,1231.7,277.5,162.2,11.4,5.1,4,-2.8,2.3,0.7,15.5,2.3,2.9,20.7,3.9,7.3
"Anze Kopitar","ANZE.KOPITAR","8471685","14-15","L.A","C","L",1987-08-24,27,2005,1,11,79,1530.3,1137.1,219.3,129.2,3.9,2.5,3,-0.9,2.6,1.1,6.9,1.6,3.7,12.1,2.3,4.4
"Anze Kopitar","ANZE.KOPITAR","8471685","15-16","L.A","C","L",1987-08-24,28,2005,1,11,81,1690.2,1264.1,204.8,171.8,17.4,1.3,0.7,0.2,2.7,0.7,18.1,1.5,3.3,22.9,4.4,8.5
"Anze Kopitar","ANZE.KOPITAR","8471685","16-17","L.A","C","L",1987-08-24,29,2005,1,11,76,1578.2,1175,225,141.9,5,0.4,0,-0.1,0.9,1.4,4.9,0.3,2.3,7.5,1.4,2.7
"Anze Kopitar","ANZE.KOPITAR","8471685","17-18","L.A","C","L",1987-08-24,30,2005,1,11,82,1811,1341.6,235.9,175.8,8.1,1.7,2.3,1.4,2.1,-0.5,10.4,3.1,1.6,15.1,2.9,5.6
"Anze Kopitar","ANZE.KOPITAR","8471685","18-19","L.A","C","L",1987-08-24,31,2005,1,11,81,1806.2,1366.2,224.8,157.5,5.8,-1.9,1,0.2,1.4,0.4,6.8,-1.7,1.7,6.8,1.3,2.4
"Anze Kopitar","ANZE.KOPITAR","8471685","19-20","L.A","C","L",1987-08-24,32,2005,1,11,70,1472.8,1089,199.8,122.9,5.6,1.6,1.9,-0.9,1.8,1.3,7.5,0.6,3.1,11.2,2,3.8
"Anze Kopitar","ANZE.KOPITAR","8471685","20-21","L.A","C","L",1987-08-24,33,2005,1,11,56,1186.2,841.4,176.7,114.8,2.2,-0.1,1.6,-1,1.6,-0.4,3.8,-1.1,1.2,3.9,0.7,1.3
"Anze Kopitar","ANZE.KOPITAR","8471685","21-22","L.A","C","L",1987-08-24,34,2005,1,11,54,1131,809.9,188.3,98.8,3.6,1.1,0.4,-0.8,1.6,0.1,4,0.3,1.7,6.1,1.1,2.1
"Arron Asham","ARRON.ASHAM","8465025","07-08","N.J","R","R",1978-04-13,29,1996,3,71,77,658.8,599.8,55.5,0.4,-1.9,1.7,-1.1,0,-0.4,1.5,-3,1.7,1.2,-0.1,0,0
"Arron Asham","ARRON.ASHAM","8465025","08-09","PHI","R","R",1978-04-13,30,1996,3,71,78,682.3,667.4,9.1,1.2,5.9,-1.9,-0.2,0,-0.6,0.3,5.8,-1.9,-0.2,3.6,0.6,1.2
"Arron Asham","ARRON.ASHAM","8465025","09-10","PHI","R","R",1978-04-13,31,1996,3,71,72,725.3,703.1,17.9,0.8,5.3,-0.8,-0.9,0,-0.7,1.2,4.5,-0.8,0.5,4.1,0.7,1.4
"Arron Asham","ARRON.ASHAM","8465025","10-11","PIT","R","R",1978-04-13,32,1996,3,71,44,420.3,418.3,1.1,0,0.5,0.2,0,0,0.1,-0.3,0.5,0.2,-0.3,0.4,0.1,0.2
"Arron Asham","ARRON.ASHAM","8465025","11-12","PIT","R","R",1978-04-13,33,1996,3,71,64,591.1,584.8,3.8,0,2.8,-1.5,0,0,0.2,-0.1,2.8,-1.5,0.2,1.5,0.3,0.5
"Arron Asham","ARRON.ASHAM","8465025","12-13","NYR","R","R",1978-04-13,34,1996,3,71,27,179.1,174.7,3.8,0.1,-0.1,-0.2,0,0,-0.1,0.1,-0.1,-0.2,0.1,-0.2,0,-0.1
"Arron Asham","ARRON.ASHAM","8465025","13-14","NYR","R","R",1978-04-13,35,1996,3,71,6,44.9,44.4,0.5,0,-0.5,-0.6,0,0,-0.3,-0.1,-0.5,-0.6,-0.4,-1.5,-0.3,-0.5
"Artem Anisimov","ARTEM.ANISIMOV","8473573","08-09","NYR","C","L",1988-05-24,20,2006,2,54,1,9.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artem Anisimov","ARTEM.ANISIMOV","8473573","09-10","NYR","C","L",1988-05-24,21,2006,2,54,82,1058,931.4,58.9,56.5,3.9,2.2,0.1,0.7,0.2,-0.8,3.9,2.9,-0.6,6.2,1.1,2.2
"Artem Anisimov","ARTEM.ANISIMOV","8473573","10-11","NYR","C","L",1988-05-24,22,2006,2,54,82,1328.7,1072.8,145,85.8,5.3,0.4,1.5,1.6,2.1,-0.5,6.8,2,1.6,10.3,1.8,3.5
"Artem Anisimov","ARTEM.ANISIMOV","8473573","11-12","NYR","C","L",1988-05-24,23,2006,2,54,79,1216.7,989,126.8,82.6,4.3,3.1,-1.1,-0.6,1.5,-0.6,3.2,2.5,0.9,6.6,1.1,2.1
"Artem Anisimov","ARTEM.ANISIMOV","8473573","12-13","CBJ","C","L",1988-05-24,24,2006,2,54,35,574.3,452.8,58.9,54,0.9,0.8,-0.5,0.7,0.3,-0.4,0.4,1.5,-0.2,1.7,0.3,0.6
"Artem Anisimov","ARTEM.ANISIMOV","8473573","13-14","CBJ","C","L",1988-05-24,25,2006,2,54,81,1344.3,979.3,161.4,168.9,4.7,2.5,1,-3.4,1.5,-0.2,5.7,-0.9,1.3,6.1,1.2,2.2
"Artem Anisimov","ARTEM.ANISIMOV","8473573","14-15","CBJ","C","L",1988-05-24,26,2006,2,54,52,851.8,652.4,81.9,104.3,2.7,0.7,-1.4,-0.9,1.2,-0.5,1.4,-0.2,0.7,1.9,0.4,0.7
"Artem Anisimov","ARTEM.ANISIMOV","8473573","15-16","CHI","C","L",1988-05-24,27,2006,2,54,77,1392.8,1089.6,173.3,102.1,5.5,-2.1,3.2,-0.7,1.9,-1,8.8,-2.8,0.9,6.8,1.3,2.5
"Artem Anisimov","ARTEM.ANISIMOV","8473573","16-17","CHI","C","L",1988-05-24,28,2006,2,54,64,1142.2,918.4,147.2,52.5,6.7,-1.5,1.3,-1.1,-0.5,-0.9,8,-2.6,-1.3,4.1,0.8,1.5
"Artem Anisimov","ARTEM.ANISIMOV","8473573","17-18","CHI","C","L",1988-05-24,29,2006,2,54,72,1208.8,877.9,195.7,104.8,-0.5,-3.2,-0.9,0.2,1.1,-0.5,-1.4,-3,0.6,-3.8,-0.7,-1.4
"Artem Anisimov","ARTEM.ANISIMOV","8473573","18-19","CHI","C","L",1988-05-24,30,2006,2,54,78,1274.7,1052.3,107.4,88.2,-1.2,-5.1,-0.4,0.9,1.4,-1.4,-1.6,-4.2,0,-5.7,-1.1,-2
"Artem Anisimov","ARTEM.ANISIMOV","8473573","19-20","OTT","C","L",1988-05-24,31,2006,2,54,49,678.6,581.7,77.3,11.6,-0.8,-3,0.4,-0.3,0.8,-0.5,-0.4,-3.3,0.2,-3.4,-0.6,-1.2
"Artem Anisimov","ARTEM.ANISIMOV","8473573","20-21","OTT","C","L",1988-05-24,32,2006,2,54,19,228.5,191.1,35.4,0,2,-0.3,0.1,0,0.3,-0.5,2.1,-0.3,-0.1,1.7,0.3,0.6
"Artem Zub","ARTEM.ZUB","8482245","20-21","OTT","D","R",1995-10-03,24,2014,NA,NA,47,864,753.4,3.9,100.5,7.3,3.7,0,1.5,-0.6,-0.1,7.3,5.2,-0.7,11.8,2.1,3.9
"Artem Zub","ARTEM.ZUB","8482245","21-22","OTT","D","R",1995-10-03,25,2014,NA,NA,51,1103.4,958.2,19.9,108.4,-1.8,3.9,-0.7,1,-0.7,-0.8,-2.5,4.9,-1.5,0.9,0.2,0.3
"Artemi Kniazev","ARTEMI.KNIAZEV","8481552","21-22","S.J","D","L",2001-01-04,20,2019,2,48,1,12,11.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
"Artemi Panarin","ARTEMI.PANARIN","8478550","15-16","CHI","C","R",1991-10-30,23,2010,NA,NA,80,1480.9,1211.1,223.1,0.9,9.8,-0.3,4.4,0,1.1,-0.2,14.2,-0.3,0.9,14.8,2.9,5.5
"Artemi Panarin","ARTEMI.PANARIN","8478550","16-17","CHI","C","R",1991-10-30,24,2010,NA,NA,82,1596.6,1298.5,253.1,2.3,8.4,-3.4,2.5,0,2.1,1.1,10.9,-3.4,3.3,10.7,2,3.9
"Artemi Panarin","ARTEMI.PANARIN","8478550","17-18","CBJ","C","R",1991-10-30,25,2010,NA,NA,81,1630.6,1353.3,237.8,1.2,6.6,-3.4,1.5,0,1.9,0.7,8.1,-3.4,2.6,7.3,1.4,2.7
"Artemi Panarin","ARTEMI.PANARIN","8478550","18-19","CBJ","C","R",1991-10-30,26,2010,NA,NA,79,1568.7,1304.1,219.4,2.9,14.2,-0.2,0.4,0,2,0.4,14.6,-0.2,2.4,16.8,3.1,5.9
"Artemi Panarin","ARTEMI.PANARIN","8478550","19-20","NYR","C","R",1991-10-30,27,2010,NA,NA,69,1421.7,1119.7,249.8,3.2,19.8,0.4,3.5,0,1.3,-0.2,23.4,0.4,1.2,24.9,4.4,8.5
"Artemi Panarin","ARTEMI.PANARIN","8478550","20-21","NYR","C","R",1991-10-30,28,2010,NA,NA,42,825,634.8,161.3,1.4,5.9,-2.2,1.8,0,1.4,-0.3,7.6,-2.2,1.1,6.6,1.2,2.2
"Artemi Panarin","ARTEMI.PANARIN","8478550","21-22","NYR","C/L","R",1991-10-30,29,2010,NA,NA,48,931.4,756.8,149.5,0.4,4,-4.2,2.3,0,1.7,0,6.3,-4.2,1.8,3.8,0.7,1.3
"Arthur Kaliyev","ARTHUR.KALIYEV","8481560","20-21","L.A","R","L",2001-06-26,19,2019,2,33,1,14.7,12.9,0.9,0,0.1,-0.2,0,0,0,0,0.1,-0.2,0,-0.1,0,0
"Arthur Kaliyev","ARTHUR.KALIYEV","8481560","21-22","L.A","R","L",2001-06-26,20,2019,2,33,53,665.7,546.4,110.4,0.1,1.4,1.4,0.6,0,0.2,-0.6,2,1.4,-0.4,3,0.5,1
"Arttu Ruotsalainen","ARTTU.RUOTSALAINEN","8481626","20-21","BUF","C","L",1997-10-29,22,2016,NA,NA,17,237.7,216.1,18.9,0,1.8,-2.2,0.2,0,-0.2,0.1,2,-2.2,-0.2,-0.4,-0.1,-0.1
"Arttu Ruotsalainen","ARTTU.RUOTSALAINEN","8481626","21-22","BUF","C","L",1997-10-29,23,2016,NA,NA,18,214,189.6,14.5,8.2,-0.2,0.1,-0.5,0.1,-0.1,-0.2,-0.7,0.2,-0.3,-0.9,-0.2,-0.3
"Artturi Lehkonen","ARTTURI.LEHKONEN","8477476","16-17","MTL","L","L",1995-07-04,21,2013,2,55,73,1011.7,902.7,65,31.2,3.1,2.3,1.6,0.2,1.5,-0.6,4.7,2.5,0.9,8.1,1.5,3
"Artturi Lehkonen","ARTTURI.LEHKONEN","8477476","17-18","MTL","L","L",1995-07-04,22,2013,2,55,66,1088.1,842.4,126.9,98.5,-0.7,-0.4,-0.2,1.9,0.8,-0.8,-0.9,1.5,0,0.6,0.1,0.2
"Artturi Lehkonen","ARTTURI.LEHKONEN","8477476","18-19","MTL","L","L",1995-07-04,23,2013,2,55,82,1275.7,1023.3,44.6,183.5,6.4,2.7,-0.8,-0.9,0.1,0,5.6,1.8,0.2,7.5,1.4,2.6
"Artturi Lehkonen","ARTTURI.LEHKONEN","8477476","19-20","MTL","L","L",1995-07-04,24,2013,2,55,70,1080,883.7,13.2,168.8,3,2.9,-0.1,-0.5,-0.1,1.4,2.9,2.4,1.4,6.7,1.2,2.3
"Artturi Lehkonen","ARTTURI.LEHKONEN","8477476","20-21","MTL","L","L",1995-07-04,25,2013,2,55,47,630.9,523.1,5,95,-3.2,1.4,0,0.3,0.9,0.2,-3.3,1.7,1.1,-0.4,-0.1,-0.1
"Artturi Lehkonen","ARTTURI.LEHKONEN","8477476","21-22","MTL","L","L",1995-07-04,26,2013,2,55,50,729.5,587.7,19.6,109.8,2.9,4.1,0.1,-1.2,0.7,-0.2,2.9,2.9,0.5,6.4,1.1,2.2
"Arturs Kulda","ARTURS.KULDA","8473459","09-10","ATL","D","L",1988-07-25,21,2006,7,200,4,48,42,0,5.8,0.8,-0.4,0,0.1,-0.1,-0.1,0.8,-0.3,-0.1,0.4,0.1,0.1
"Arturs Kulda","ARTURS.KULDA","8473459","10-11","ATL","D","L",1988-07-25,22,2006,7,200,2,22.2,22,0.1,0,0.1,-0.1,0,0,-0.1,0.2,0.1,-0.1,0,0,0,0
"Arturs Kulda","ARTURS.KULDA","8473459","11-12","WPG","D","L",1988-07-25,23,2006,7,200,9,97.8,97.6,0,0.1,1.1,0.3,0,0,-0.2,0.4,1.1,0.3,0.3,1.7,0.3,0.6
"Ashton Sautner","ASHTON.SAUTNER","8477085","17-18","VAN","D","L",1994-05-27,23,2012,NA,NA,5,66.8,66.5,0,0.3,1.8,0.4,0,0,0,-0.1,1.8,0.4,-0.1,2.1,0.4,0.8
"Ashton Sautner","ASHTON.SAUTNER","8477085","18-19","VAN","D","L",1994-05-27,24,2012,NA,NA,17,247.2,242.5,0.1,3.8,-2,2.5,0,0,0.3,0,-2,2.5,0.3,0.8,0.2,0.3
"Ashton Sautner","ASHTON.SAUTNER","8477085","19-20","VAN","D","L",1994-05-27,25,2012,NA,NA,1,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Czarnik","AUSTIN.CZARNIK","8478512","16-17","BOS","C","R",1992-12-12,23,2011,NA,NA,49,637.8,494.7,85.3,54.4,-1.3,1.3,-0.3,1.5,0.4,1.1,-1.6,2.7,1.5,2.7,0.5,1
"Austin Czarnik","AUSTIN.CZARNIK","8478512","17-18","BOS","C","R",1992-12-12,24,2011,NA,NA,10,109.1,98.4,5,5.3,0.1,0,0.1,0.1,0.2,-0.1,0.2,0.1,0.2,0.5,0.1,0.2
"Austin Czarnik","AUSTIN.CZARNIK","8478512","18-19","CGY","C","R",1992-12-12,25,2011,NA,NA,54,612,528.2,69.9,4.5,2,1.1,-1.2,0,0.6,0.5,0.8,1.1,1.1,2.9,0.5,1
"Austin Czarnik","AUSTIN.CZARNIK","8478512","19-20","CGY","C","R",1992-12-12,26,2011,NA,NA,8,81.5,70.2,9.8,0,-0.2,0.8,0.1,0,0.2,-0.2,-0.2,0.8,0,0.7,0.1,0.2
"Austin Czarnik","AUSTIN.CZARNIK","8478512","20-21","NYI","C","R",1992-12-12,27,2011,NA,NA,4,50,41.1,6.6,2,-0.6,0,-0.1,0,0.1,-0.1,-0.7,0,0,-0.7,-0.1,-0.2
"Austin Czarnik","AUSTIN.CZARNIK","8478512","21-22","NYI/SEA","C","R",1992-12-12,28,2011,NA,NA,17,185.3,171.4,10.5,2.9,3.6,0.9,-0.1,0,0.4,-0.2,3.5,0.8,0.2,4.6,0.8,1.6
"Austin Poganski","AUSTIN.POGANSKI","8478040","19-20","STL","R","R",1996-02-16,23,2014,4,110,1,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Poganski","AUSTIN.POGANSKI","8478040","20-21","STL","R","R",1996-02-16,24,2014,4,110,5,37.8,37.8,0,0,0.1,0.3,0,0,0.1,0.1,0.1,0.3,0.2,0.5,0.1,0.2
"Austin Poganski","AUSTIN.POGANSKI","8478040","21-22","WPG","R","R",1996-02-16,25,2014,4,110,16,149.2,146.1,0.7,0,-0.2,-0.2,0,0,0.2,-0.3,-0.2,-0.2,-0.1,-0.5,-0.1,-0.2
"Austin Strand","AUSTIN.STRAND","8480467","20-21","L.A","D","R",1997-02-17,23,2015,NA,NA,13,180.1,172.8,0.5,4.5,1.9,-0.9,0,0,-0.4,0,1.9,-0.9,-0.4,0.6,0.1,0.2
"Austin Strand","AUSTIN.STRAND","8480467","21-22","L.A","D","R",1997-02-17,24,2015,NA,NA,4,63.3,58,0.1,4.8,1.3,0.5,0,0,0.1,-0.1,1.3,0.5,0.1,1.9,0.3,0.6
"Austin Wagner","AUSTIN.WAGNER","8478455","18-19","L.A","L","L",1997-06-23,21,2015,4,99,62,553.6,549,3.3,0,3.3,-2.9,0,0,0.3,0.4,3.3,-2.9,0.7,1.1,0.2,0.4
"Austin Wagner","AUSTIN.WAGNER","8478455","19-20","L.A","L","L",1997-06-23,22,2015,4,99,65,763.3,742.3,5.3,2.5,-3,2.7,0.1,0,-0.1,0.7,-2.9,2.7,0.5,0.3,0.1,0.1
"Austin Wagner","AUSTIN.WAGNER","8478455","20-21","L.A","L","L",1997-06-23,23,2015,4,99,44,462,452.2,5.2,1.6,-1.7,0,0,0,0.4,0.5,-1.8,0,0.9,-0.8,-0.1,-0.3
"Austin Watson","AUSTIN.WATSON","8475766","12-13","NSH","L","R",1992-01-13,20,2010,1,18,6,76.2,66.4,6.1,3,0.1,-0.2,-0.1,0,0.2,-0.2,0,-0.2,0,-0.1,0,0
"Austin Watson","AUSTIN.WATSON","8475766","15-16","NSH","L","R",1992-01-13,23,2010,1,18,57,570.1,515,1.5,43.6,1.7,2.6,0,0.1,0.2,-1.1,1.7,2.8,-0.9,3.6,0.7,1.3
"Austin Watson","AUSTIN.WATSON","8475766","16-17","NSH","L","R",1992-01-13,24,2010,1,18,77,956.8,793.1,9.8,129.6,0.3,2.6,-0.2,0.8,0.1,-0.5,0.1,3.4,-0.4,3,0.6,1.1
"Austin Watson","AUSTIN.WATSON","8475766","17-18","NSH","L","R",1992-01-13,25,2010,1,18,76,937.2,745.1,1.9,166.7,-1.1,2.3,0,1.9,-0.7,-0.2,-1.1,4.3,-0.9,2.3,0.4,0.9
"Austin Watson","AUSTIN.WATSON","8475766","18-19","NSH","L","R",1992-01-13,26,2010,1,18,37,536.2,455.3,1.9,63.5,3.6,-1.3,0,0.9,-0.1,-0.6,3.6,-0.4,-0.6,2.6,0.5,0.9
"Austin Watson","AUSTIN.WATSON","8475766","19-20","NSH","L","R",1992-01-13,27,2010,1,18,53,615.9,542,4.4,57.4,-0.8,-0.8,0,-0.2,-0.5,-0.4,-0.8,-1,-0.9,-2.7,-0.5,-0.9
"Austin Watson","AUSTIN.WATSON","8475766","20-21","OTT","L","R",1992-01-13,28,2010,1,18,34,408.1,328.2,1.9,72,3.3,1.1,0,2.2,0,0.4,3.3,3.4,0.3,7,1.3,2.3
"Austin Watson","AUSTIN.WATSON","8475766","21-22","OTT","L","R",1992-01-13,29,2010,1,18,36,444.5,379,2.1,60.2,-1.6,0,0,1,-1.2,0.6,-1.6,1,-0.5,-1.1,-0.2,-0.4
